----
| *Title* | *CGP* | *Author* | *Date* | *SuDoc* | *Format*
|:-----------------|:-----------------|:-----------------|:-----------------|:-----------------|:-----------------
"Anti-NGO laws and other tools of democratic repression : hearing before the Committee on Foreign Relations, United States Senate, One Hundred Eighteenth Congress, second session, September 12, 2024.",1446127,https://catalog.gpo.gov/F/?func=direct&doc_number=1446127&local_base=GPO01PUB,"United States. Congress. Senate. Committee on Foreign Relations",2025,Y 4.F 76/2:S.HRG.118-540,Print
"Combating workplace antisemitism in postsecondary education : protecting employees from discrimination : hearing before the Subcommittee on Workforce Protections of the Committee on Education and the Workforce, U.S. House of Representatives, One Hundred Eighteenth Congress, second session, hearing held in Washington, DC, June 26, 2024.",1445309,https://catalog.gpo.gov/F/?func=direct&doc_number=1445309&local_base=GPO01PUB,"United States. Congress. House. Committee on Education and the Workforce. Subcommittee on Workforce Protections",2025,Y 4.ED 8/1:118-55,Print
"Continuation of the national emergency with respect to Ukraine : message from the President of the United States transmitting a notification that the national emergency with respect to the actions and policies of persons that undermine democratic processes and institutions in Ukraine, that was declared in Executive Order 13660 of March 6, 2014, is to continue in effect beyond March 6, 2025, pursuant to 50 U.S.C. 1622(d); Public Law 94-412, Sec. 202(d); (90 Stat. 1255).",1449631,https://catalog.gpo.gov/F/?func=direct&doc_number=1449631&local_base=GPO01PUB,"United States. President (2025- : Trump)",2025,Y 1.1/7:119-22,Print
"Continuation of the national emergency with respect to the situation in the West Bank : message from the President of the United States transmitting notice of the continuation of the national emergency with respect to the situation in the West Bank that was declared in Executive Order 14115 of February 1, 2024, pursuant to 50 U.S.C. 1622(d); Public Law 94-412, Sec. 202(d); (90 Stat. 1255).",1445713,https://catalog.gpo.gov/F/?func=direct&doc_number=1445713&local_base=GPO01PUB,"United States. President (2021-2025 : Biden)",2025,Y 1.1/7:119-7,Print
"Innovation in American agirculture : leveraging technology and artificial intelligence : hearing before the p;-pCommittee on Agriculture, Nutrition, and Forestry, United States Senate, One Hundred Eighteenth Congress, first session, April 20, 2023.",1445253,https://catalog.gpo.gov/F/?func=direct&doc_number=1445253&local_base=GPO01PUB,"United States. Congress. Senate. Committee on Agriculture, Nutrition, and Forestry",2024,Y 4.AG 8/3:S.HRG.118-372,Print
"Innovation in American agirculture : leveraging technology and artificial intelligence : hearing before the p;-pCommittee on Agriculture, Nutrition, and Forestry, United States Senate, One Hundred Eighteenth Congress, first session, April 20, 2023.",1445254,https://catalog.gpo.gov/F/?func=direct&doc_number=1445254&local_base=GPO01PUB,"United States. Congress. Senate. Committee on Agriculture, Nutrition, and Forestry",2024,Y 4.AG 8/3:S.HRG.118-372,Print
"Pathways to farming : helping the next generation of farmers : hearing before the Subcommittee on Commodities, Risk Management, and Trade of the Committee on Agriculture, Nutrition, and Forestry, United States Senate, One Hundred Eighteenth Congress, second session, June 4, 2024.",1445231,https://catalog.gpo.gov/F/?func=direct&doc_number=1445231&local_base=GPO01PUB,"United States. Congress. Senate. Committee on Agriculture, Nutrition, and Forestry. Subcommittee on Commodities, Risk Management, and Trade",2024,Y 4.AG 8/3:S.HRG.118-408,Print
"Regulatory Agenda Clarity Act : report together with minority views (to accompany H.R. 9030) (including cost estimate of the Congressional Budget Office).",1446398,https://catalog.gpo.gov/F/?func=direct&doc_number=1446398&local_base=GPO01PUB,"United States. Congress. House. Committee on Small Business",2024,Y 1.1/8:118-852,Print
"Supporting Georgia's sovereignty and democracy : hearing before the Commission on Security and Cooperation in Europe, U.S. Helsinki Commission, U.S. House of Representatives, One Hundred Eighteenth Congress, second session, June 5, 2024.",1445384,https://catalog.gpo.gov/F/?func=direct&doc_number=1445384&local_base=GPO01PUB,"United States. Congress. Commission on Security and Cooperation in Europe",2024,Y 4.SE 2:118-4,Print
"Translations on USSR industrial affairs.",1446558,https://catalog.gpo.gov/F/?func=direct&doc_number=1446558&local_base=GPO01PUB,"No data",1800,Y 3.J 66:13/,Print
"U.S. policy on Taiwan : hearing before the Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy of the Committee on Foreign Relations, United States Senate, One Hundred Eighteenth Congress, second session, April 30, 2024.",1449364,https://catalog.gpo.gov/F/?func=direct&doc_number=1449364&local_base=GPO01PUB,"United States. Congress. Senate. Committee on Foreign Relations. Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",2025,Y 4.F 76/2:S.HRG.118-553,Print
"USSR economy and industry.",855149,https://catalog.gpo.gov/F/?func=direct&doc_number=855149&local_base=GPO01PUB,"No data",1800,Y 3.J 66:13/,Print
"USSR industrial development.",852398,https://catalog.gpo.gov/F/?func=direct&doc_number=852398&local_base=GPO01PUB,"No data",1800,Y 3.J 66:13/,Print
"Vestnik of the USSR Academy of Sciences.",1446193,https://catalog.gpo.gov/F/?func=direct&doc_number=1446193&local_base=GPO01PUB,"No data",1800,Y 3.J 66:13/,Print
"The state of rural infrastructure : emergency response, recovery, and resilience : hearing before the Subcommittee on Rural Development and Energy of the Committee on Agriculture, Nutrition, and Forestry, United States Senate, One Hundred Eighteenth Congress, second session, July 10, 2024.",1445675,https://catalog.gpo.gov/F/?func=direct&doc_number=1445675&local_base=GPO01PUB,"United States. Congress. Senate. Committee on Agriculture, Nutrition, and Forestry. Subcommittee on Rural Development and Energy",2025,Y 4.AG 8/3:S.HRG.118-409,Print
