----
| *Title* | *CGP* | *Author* | *Date* | *SuDoc*
|:-----------------|:-----------------|:-----------------|:-----------------|:-----------------
""Affirmative action" and equal protection in higher education /",1094911,https://catalog.gpo.gov/F/?func=direct&doc_number=1094911&local_base=GPO01PUB,"Back, Christine J.",2019,LC 14.23:R 45481/
""Court packing" : legislative control over the size of the Supreme Court /",1210500,https://catalog.gpo.gov/F/?func=direct&doc_number=1210500&local_base=GPO01PUB,"Lampe, Joanna R.",2020,LC 14.25:LSB 10562/
""Dear colleague" letters in the House of Representatives : past practices and issues for Congress /",1096082,https://catalog.gpo.gov/F/?func=direct&doc_number=1096082&local_base=GPO01PUB,"Straus, Jacob R.",2018,LC 14.23:R 44768/
""Dirty bombs" : background in brief /",1106885,https://catalog.gpo.gov/F/?func=direct&doc_number=1106885&local_base=GPO01PUB,"Nikitin, Mary Beth Dunham",2018,LC 14.23:R 41891/
""Duck Boat" accident highlights gap in regulation /",1172852,https://catalog.gpo.gov/F/?func=direct&doc_number=1172852&local_base=GPO01PUB,"Canis, Bill",2018,LC 14.25/2:IN 10932/
""Entrenchment" of Senate procedure and the "nuclear option" for change : possible proceedings and their implications /",1106416,https://catalog.gpo.gov/F/?func=direct&doc_number=1106416&local_base=GPO01PUB,"Beth, Richard S.",2019,LC 14.23:RL 32843/
""Extraordinary measures" and the debt limit /",1134713,https://catalog.gpo.gov/F/?func=direct&doc_number=1134713&local_base=GPO01PUB,"Driessen, Grant A.",2019,LC 14.25/2:IN 10837/
""Faithless elector" challenge goes to Supreme Court /",1137579,https://catalog.gpo.gov/F/?func=direct&doc_number=1137579&local_base=GPO01PUB,"Shelly, Jacob D.",2020,LC 14.25:LSB 10462/
""Fast track" Senate procedures for considering human rights and security assistance resolutions /",1255976,https://catalog.gpo.gov/F/?func=direct&doc_number=1255976&local_base=GPO01PUB,"Davis, Christopher M.",2024,LC 14.25/2:IN 12300/
""Fast track" legislative procedures governing congressional consideration of a Defense Base Closure and Realignment (BRAC) Commission report /",1101960,https://catalog.gpo.gov/F/?func=direct&doc_number=1101960&local_base=GPO01PUB,"Davis, Christopher M.",2018,LC 14.23:R 43102/
""Fast track" procedures to disapprove additional funds under the Emergency Economic Stabilization Act /",1113593,https://catalog.gpo.gov/F/?func=direct&doc_number=1113593&local_base=GPO01PUB,"Davis, Christopher M.",2018,LC 14.23:R 40134/
""Fast-track" or expedited procedures : their purpose, elements, and implications /",1113576,https://catalog.gpo.gov/F/?func=direct&doc_number=1113576&local_base=GPO01PUB,"Davis, Christopher M.",2018,LC 14.23:98-888/
""First day" proceedings and procedural change In the Senate /",1105517,https://catalog.gpo.gov/F/?func=direct&doc_number=1105517&local_base=GPO01PUB,"Heitshusen, Valerie",2018,LC 14.23:R 42928/
"The "Flores Settlement" and alien families apprehended at the U.S. Border: frequently asked questions /",1082429,https://catalog.gpo.gov/F/?func=direct&doc_number=1082429&local_base=GPO01PUB,"Peck, Sarah Herman",2018,LC 14.23:R 45297/
""Hacktivists" and the Ukraine-Russia conflict : legal considerations /",1247508,https://catalog.gpo.gov/F/?func=direct&doc_number=1247508&local_base=GPO01PUB,"Gaffney, Jonathan M.",2022,LC 14.25:LSB 10743/
""Holds" in the Senate /",1098318,https://catalog.gpo.gov/F/?func=direct&doc_number=1098318&local_base=GPO01PUB,"Oleszek, Mark J.",2018,LC 14.23:R 43563/
""Leahy Law" human rights provisions and security assistance : issue overview /",1120621,https://catalog.gpo.gov/F/?func=direct&doc_number=1120621&local_base=GPO01PUB,"Serafino, Nina M.",2018,LC 14.23:R 43361/
""Made in China 2025" industrial policies : issues for Congress /",1115538,https://catalog.gpo.gov/F/?func=direct&doc_number=1115538&local_base=GPO01PUB,"Sutter, Karen M.",2019,LC 14.24:IF 10964/
""Migrant protection protocols" : legal issues related to DHS's plan to require arriving asylum seekers to wait in Mexico /",1112714,https://catalog.gpo.gov/F/?func=direct&doc_number=1112714&local_base=GPO01PUB,"Harrington, Ben",2018,LC 14.25:LSB 10251/
""No-knock" warrants and other law enforcement identification considerations /",1137780,https://catalog.gpo.gov/F/?func=direct&doc_number=1137780&local_base=GPO01PUB,"Berris, Peter G.",2020,LC 14.25:LSB 10499/
""Organic" certification : an overview of the legal framework /",1133457,https://catalog.gpo.gov/F/?func=direct&doc_number=1133457&local_base=GPO01PUB,"Hart, Nina M.",2020,LC 14.24:IF 11652/
""Plus-minus" amendments to regular appropriations measures /",1180717,https://catalog.gpo.gov/F/?func=direct&doc_number=1180717&local_base=GPO01PUB,"McNellis, Kevin P.",2021,LC 14.24:IF 11973/
"The "Quad" : cooperation among the United States, Japan, India, and Australia /",1133772,https://catalog.gpo.gov/F/?func=direct&doc_number=1133772&local_base=GPO01PUB,"Chanlett-Avery, Emma",2020,LC 14.24:IF 11678/
""Regulatory relief" for banking : selected legislation in the 114th Congress /",1096989,https://catalog.gpo.gov/F/?func=direct&doc_number=1096989&local_base=GPO01PUB,"Labonte, Marc",2018,LC 14.23:R 44035/
""Reserved" but not "secured": Supreme Court sinks Navajo Nation's attempt to compel federal action on tribal water rights /",1255008,https://catalog.gpo.gov/F/?func=direct&doc_number=1255008&local_base=GPO01PUB,"Schwartz, Mainon A.",2023,LC 14.25:LSB 11001/
""Sanctuary" jurisdictions : federal, state, and local policies and related litigation /",1095506,https://catalog.gpo.gov/F/?func=direct&doc_number=1095506&local_base=GPO01PUB,"Peck, Sarah Herman",2018,LC 14.23:R 44795/
""Sanctuary" jurisdictions : policy overview /",1126903,https://catalog.gpo.gov/F/?func=direct&doc_number=1126903&local_base=GPO01PUB,"Kandel, William",2020,LC 14.24:IF 11438/
""Sense of" resolutions and provisions /",1178196,https://catalog.gpo.gov/F/?func=direct&doc_number=1178196&local_base=GPO01PUB,"Davis, Christopher M.",2018,LC 14.23:98-825
""Space Force" and related DOD proposals: issues for Congress /",1118641,https://catalog.gpo.gov/F/?func=direct&doc_number=1118641&local_base=GPO01PUB,"McInnis, Kathleen J.",2019,LC 14.24:IF 11172/
""Stage One" U.S.-Japan agreement : agriculture /",1148558,https://catalog.gpo.gov/F/?func=direct&doc_number=1148558&local_base=GPO01PUB,"Regmi, Anita",2020,LC 14.23:R 46576/
""Stage One" U.S.-Japan trade agreements /",1127189,https://catalog.gpo.gov/F/?func=direct&doc_number=1127189&local_base=GPO01PUB,"Williams, Brock R.",2020,LC 14.23:R 46140/
""State representation" in appointments to federal circuit courts /",1120015,https://catalog.gpo.gov/F/?func=direct&doc_number=1120015&local_base=GPO01PUB,"Garrett, R. Sam",2018,LC 14.23:RS 22510/
""Staying nuclear"? : legal challenges to state subsidies for aging nuclear power plants and related FERC actions /",1210612,https://catalog.gpo.gov/F/?func=direct&doc_number=1210612&local_base=GPO01PUB,"Murrill, Brandon J.",2021,LC 14.25:LSB 10585/
""Steel" subject to tariffs : federal circuit upholds constitutionality of section 232 /",1131992,https://catalog.gpo.gov/F/?func=direct&doc_number=1131992&local_base=GPO01PUB,"Murrill, Brandon J.",2020,LC 14.25:LSB 10421/
""Technical corrections" and other revisions to the 2017 tax revision (P.L. 115-97) /",1172987,https://catalog.gpo.gov/F/?func=direct&doc_number=1172987&local_base=GPO01PUB,"Gravelle, Jane",2021,LC 14.23:R 46754/
""Technical corrections" to tax reform /",1129269,https://catalog.gpo.gov/F/?func=direct&doc_number=1129269&local_base=GPO01PUB,"Sherlock, Molly F.",2020,LC 14.25/2:IN 11175/
""Tester" lawsuits under the Americans with Disabilities Act /",1256399,https://catalog.gpo.gov/F/?func=direct&doc_number=1256399&local_base=GPO01PUB,"Anderson, April J.",2024,LC 14.25:LSB 11110/
""Things of value" and the foreign contribution ban /",1132274,https://catalog.gpo.gov/F/?func=direct&doc_number=1132274&local_base=GPO01PUB,"Shelly, Jacob D.",2019,LC 14.25:LSB 10358/
""Tracing papers" : a comparison of COVID-19 data privacy bills /",1138643,https://catalog.gpo.gov/F/?func=direct&doc_number=1138643&local_base=GPO01PUB,"Gaffney, Jonathan M.",2020,LC 14.25:LSB 10501/
""Waters of the United States" (WOTUS) : current status of the 2015 Clean Water Rule /",1091209,https://catalog.gpo.gov/F/?func=direct&doc_number=1091209&local_base=GPO01PUB,"Gatz, Laura",2018,LC 14.23:R 45424/
"The "Waters of the United States" rule: legislative options and 114th Congress responses /",1105896,https://catalog.gpo.gov/F/?func=direct&doc_number=1105896&local_base=GPO01PUB,"Copeland, Claudia",2018,LC 14.23:R 43943/
""Who says it's a disaster?" : podcast companion /",1255006,https://catalog.gpo.gov/F/?func=direct&doc_number=1255006&local_base=GPO01PUB,"Painter, William L. (Specialist in homeland security and appropriations)",2023,LC 14.25/2:IN 12290/
""Womenomics" in Japan : a brief /",1102302,https://catalog.gpo.gov/F/?func=direct&doc_number=1102302&local_base=GPO01PUB,"Chanlett-Avery, Emma",2019,LC 14.23:R 43668/
""Zombie" companies : background and policy issues /",1133524,https://catalog.gpo.gov/F/?func=direct&doc_number=1133524&local_base=GPO01PUB,"Su, Eva",2020,LC 14.24:IF 11673/
"The "deeming resolution" : a budget enforcement tool /",1121586,https://catalog.gpo.gov/F/?func=direct&doc_number=1121586&local_base=GPO01PUB,"Lynch, Megan Suzanne",2020,LC 14.23:RL 31443/
"The "fiscal cliff" : macroeconomic consequences of tax increases and spending cuts /",1122322,https://catalog.gpo.gov/F/?func=direct&doc_number=1122322&local_base=GPO01PUB,"Gravelle, Jane",2020,LC 14.23:R 42700/
"The "fiscal cliff" and the American Taxpayer Relief Act of 2012 /",1125309,https://catalog.gpo.gov/F/?func=direct&doc_number=1125309&local_base=GPO01PUB,"Levit, Mindy R.",2020,LC 14.23:R 42884/
"The "national security exception" and the World Trade Organization /",1117563,https://catalog.gpo.gov/F/?func=direct&doc_number=1117563&local_base=GPO01PUB,"Murrill, Brandon J.",2018,LC 14.25:LSB 10223/
"The "pay ratio provision" in the Dodd-Frank act: legislation to repeal it in the 113th Congress /",1104500,https://catalog.gpo.gov/F/?func=direct&doc_number=1104500&local_base=GPO01PUB,"Shorter, Gary W.",2018,LC 14.23:R 43262/
"The "regular order" : a perspective /",1148579,https://catalog.gpo.gov/F/?func=direct&doc_number=1148579&local_base=GPO01PUB,"Oleszek, Walter J.",2020,LC 14.23:R 46597/
"The $50 billion threshold in the Dodd-Frank Act : key findings /",1127509,https://catalog.gpo.gov/F/?func=direct&doc_number=1127509&local_base=GPO01PUB,"Labonte, Marc",2018,LC 14.25/2:IN 10840/
"$7.569 billion highway rescission approaches /",1128902,https://catalog.gpo.gov/F/?func=direct&doc_number=1128902&local_base=GPO01PUB,"Kirk, Robert S.",2019,LC 14.25/2:IN 11190/
"'An epidemic of coups' in Africa? issues for Congress /",1229977,https://catalog.gpo.gov/F/?func=direct&doc_number=1229977&local_base=GPO01PUB,"Arieff, Alexis",2022,LC 14.25/2:IN 11854/
"(Robo)call me maybe : robocalls to wireless phones under the Telephone Consumer Protection Act /",1113041,https://catalog.gpo.gov/F/?func=direct&doc_number=1113041&local_base=GPO01PUB,"Ruane, Kathleen Ann",2018,LC 14.25:LSB 10139/
"... quadrennial homeland security review : evolution of a strategic review /",1105081,https://catalog.gpo.gov/F/?func=direct&doc_number=1105081&local_base=GPO01PUB,"Reese, Shawn",2019,LC 14.24:IF 10024/
"The 10-20-30 provision : defining persistent poverty counties /",1094453,https://catalog.gpo.gov/F/?func=direct&doc_number=1094453&local_base=GPO01PUB,"Dalaker, Joseph",2018,LC 14.23:R 45100/
"The 10-20-30 rule and persistent poverty counties /",1105710,https://catalog.gpo.gov/F/?func=direct&doc_number=1105710&local_base=GPO01PUB,"Dalaker, Joseph",2019,LC 14.23:R 44748/
"The 118th Congress and the Congressional Review Act 'Lookback' mechanism /",1249644,https://catalog.gpo.gov/F/?func=direct&doc_number=1249644&local_base=GPO01PUB,"Davis, Christopher M.",2022,LC 14.25/2:IN 12056/
"The 15% corporate alternative minimum tax /",1212863,https://catalog.gpo.gov/F/?func=direct&doc_number=1212863&local_base=GPO01PUB,"Gravelle, Jane",2022,LC 14.23:R 47328/
"1963 March on Washington for Jobs and Freedom : fact sheet /",1251492,https://catalog.gpo.gov/F/?func=direct&doc_number=1251492&local_base=GPO01PUB,"Larson, Elizabeth C.",2023,LC 14.23:R 47655/
"1994 land-grant universities : background and selected issues /",1179166,https://catalog.gpo.gov/F/?func=direct&doc_number=1179166&local_base=GPO01PUB,"Croft, Genevieve K.",2022,LC 14.24:IF 12009/
"2001 Authorization for Use of Military Force : issues concerning its continued application /",1100578,https://catalog.gpo.gov/F/?func=direct&doc_number=1100578&local_base=GPO01PUB,"Weed, Matthew C.",2018,LC 14.23:R 43983/
"2005 Gulf Coast hurricanes : the pubic health and medical response /",1108341,https://catalog.gpo.gov/F/?func=direct&doc_number=1108341&local_base=GPO01PUB,"Lister, Sarah A.",2018,LC 14.23:RL 33096/
"2006 National Ambient Air Quality Standards (NAAQS) for fine particulate matter (PM2.5) : designating nonattainment areas /",1102164,https://catalog.gpo.gov/F/?func=direct&doc_number=1102164&local_base=GPO01PUB,"Esworthy, Robert",2018,LC 14.23:R 40096/
"The 2006 U.S.-Canada Softwood Lumber Trade Agreement (SLA) : in brief /",1098379,https://catalog.gpo.gov/F/?func=direct&doc_number=1098379&local_base=GPO01PUB,"Hoover, Katie",2018,LC 14.23:R 44851/
"The 2007-2009 recession : similarities to and differences from the past /",1121362,https://catalog.gpo.gov/F/?func=direct&doc_number=1121362&local_base=GPO01PUB,"Labonte, Marc",2020,LC 14.23:R 40198/
"A 2008 farm bill program option : average crop revenue election (ACRE) /",1103666,https://catalog.gpo.gov/F/?func=direct&doc_number=1103666&local_base=GPO01PUB,"Shields, Dennis A.",2018,LC 14.23:R 40422/
"2008-2009 Presidential transition : national security considerations and options /",1108342,https://catalog.gpo.gov/F/?func=direct&doc_number=1108342&local_base=GPO01PUB,"Rollins, John",2018,LC 14.23:RL 34456/
"The 2009 Asia Pacific Economic Cooperation (APEC) meetings and U.S. trade policy in Asia /",1121369,https://catalog.gpo.gov/F/?func=direct&doc_number=1121369&local_base=GPO01PUB,"Martin, Michael F.",2020,LC 14.23:R 41071/
"The 2009 U.N. Durban Review Conference : follow-up to the 2001 U.N. World Conference Against Racism /",1125641,https://catalog.gpo.gov/F/?func=direct&doc_number=1125641&local_base=GPO01PUB,"Blanchfield, Luisa",2020,LC 14.23:RL 34754/
"The 2009 influenza pandemic : U.S. responses to global human cases /",1121378,https://catalog.gpo.gov/F/?func=direct&doc_number=1121378&local_base=GPO01PUB,"Salaam-Blyther, Tiaji",2020,LC 14.23:R 40588/
"The 2009 influenza pandemic : an overview /",1121374,https://catalog.gpo.gov/F/?func=direct&doc_number=1121374&local_base=GPO01PUB,"Lister, Sarah A.",2020,LC 14.23:R 40554/
"2010 Non-Proliferation Treaty (NPT) Review Conference : key issues and implications /",1108343,https://catalog.gpo.gov/F/?func=direct&doc_number=1108343&local_base=GPO01PUB,"Kerr, Paul K.",2018,LC 14.23:R 41216/
"The 2010 decennial census: background and issues /",1104457,https://catalog.gpo.gov/F/?func=direct&doc_number=1104457&local_base=GPO01PUB,"Williams, Jennifer D.",2018,LC 14.23:R 40551/
"2012-2013 Presidential election period : national security considerations and options /",1108345,https://catalog.gpo.gov/F/?func=direct&doc_number=1108345&local_base=GPO01PUB,"Rollins, John",2018,LC 14.23:R 42773/
"The 2013 Cybersecurity Executive Order : overview and considerations for Congress /",1101812,https://catalog.gpo.gov/F/?func=direct&doc_number=1101812&local_base=GPO01PUB,"Fischer, Eric A.",2019,LC 14.23:R 42984/
"2013 national ambient air quality standard (NAAQS) for fine particulate matter (PM2.5) : designating nonattainment areas /",1100941,https://catalog.gpo.gov/F/?func=direct&doc_number=1100941&local_base=GPO01PUB,"Esworthy, Robert",2018,LC 14.23:R 43953/
"The 2014 European Parliament elections : outcomes and implications /",1127511,https://catalog.gpo.gov/F/?func=direct&doc_number=1127511&local_base=GPO01PUB,"Archick, Kristin",2018,LC 14.25/2:IN 10065/
"2014 Farm Bill provisions and WTO compliance /",1105237,https://catalog.gpo.gov/F/?func=direct&doc_number=1105237&local_base=GPO01PUB,"Schnepf, Randall Dean",2018,LC 14.23:R 43817/
