001,008,035 $a,074 $a,086 $a,245 $a$b,830 $a$v,856 40 $u
001072571,160922s1999\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933535, 0247-D (online), C 13.58:6494," Annual report to the Office of Management and Budget on the implementation of OMB Circular A-119 and P.L. 104-113 :  October 1, 1998 through September 30, 1999 /", NISTIR ; 6494 , https://doi.org/10.6028/NIST.IR.6494 https://www.govinfo.gov/content/pkg/GOVPUB-C13-a62bc808740c8cd08ab4fea610ad50b5/pdf/GOVPUB-C13-a62bc808740c8cd08ab4fea610ad50b5.pdf https://purl.fdlp.gov/GPO/gpo101488
001072572,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933536, 0247-D (online), C 13.58:6499, A guide for estimating and reporting the macroeconomic impacts of MEP Centers / , NISTIR ; 6499 , https://doi.org/10.6028/NIST.IR.6499 https://www.govinfo.gov/content/pkg/GOVPUB-C13-e380ee4186292bb4f49a57a095ddcc20/pdf/GOVPUB-C13-e380ee4186292bb4f49a57a095ddcc20.pdf https://purl.fdlp.gov/GPO/gpo104276
001072573,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933537, 0247-D (online), C 13.58:6501, Benefits and costs of research :  a case study of construction systems integration and automation technologies in industrial facilities /, NISTIR ; 6501 , https://doi.org/10.6028/NIST.IR.6501 https://www.govinfo.gov/content/pkg/GOVPUB-C13-52a7c2bc0421ca27e49197dba5a96fb9/pdf/GOVPUB-C13-52a7c2bc0421ca27e49197dba5a96fb9.pdf https://purl.fdlp.gov/GPO/gpo97913
001072574,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933538, 0247-D (online), C 13.58:6505, Curing of high-performance concrete :  phase I study /, NISTIR ; 6505 , https://doi.org/10.6028/NIST.IR.6505 https://www.govinfo.gov/content/pkg/GOVPUB-C13-29c0370dbaaac1f4155a464e5ac27970/pdf/GOVPUB-C13-29c0370dbaaac1f4155a464e5ac27970.pdf https://purl.fdlp.gov/GPO/gpo96348
001072575,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933539, 0247-D (online), C 13.58:6506," Preparation and characterization of polymer/dendrimer blends :  final report, March 2000 /", NISTIR ; 6506 , https://doi.org/10.6028/NIST.IR.6506 https://www.govinfo.gov/content/pkg/GOVPUB-C13-d0192d382347bdcb0edfcba6d0676623/pdf/GOVPUB-C13-d0192d382347bdcb0edfcba6d0676623.pdf https://purl.fdlp.gov/GPO/gpo103210
001072576,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933540, 0247-D (online), C 13.58:6509, Large fire research facility (building 205) exhaust hood heat release rate measurement system / , NISTIR ; 6509 , https://doi.org/10.6028/NIST.IR.6509 https://www.govinfo.gov/content/pkg/GOVPUB-C13-d6ae2e093ed5a22cd2aa157ea9dade16/pdf/GOVPUB-C13-d6ae2e093ed5a22cd2aa157ea9dade16.pdf https://purl.fdlp.gov/GPO/gpo103473
001072578,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933542, 0247-D (online), C 13.58:6513, User's guide for smokeview version 1.0 :  a tool for visualizing fire dynamics simulation data /, NISTIR ; 6513 , https://doi.org/10.6028/NIST.IR.6513 https://www.govinfo.gov/content/pkg/GOVPUB-C13-39a3db7002b280dcc2a2277bfd45b65e/pdf/GOVPUB-C13-39a3db7002b280dcc2a2277bfd45b65e.pdf https://purl.fdlp.gov/GPO/gpo96744
001072579,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933543, 0247-D (online), C 13.58:6520, BEES 2.0 :  building for environmental and economic sustainability technical manual and user guide /, NISTIR ; 6520 , https://doi.org/10.6028/NIST.IR.6520 https://www.govinfo.gov/content/pkg/GOVPUB-C13-73cdb618635c079d1e10b2538aaa01fb/pdf/GOVPUB-C13-73cdb618635c079d1e10b2538aaa01fb.pdf https://purl.fdlp.gov/GPO/gpo99327
001072581,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933546, 0247-D (online), C 13.58:6535, Critical issues in the characterization of polymers for medical applications / , NISTIR ; 6535 , https://doi.org/10.6028/NIST.IR.6535 https://www.govinfo.gov/content/pkg/GOVPUB-C13-5c7ecf6d6161c3789e844873e8fa0471/pdf/GOVPUB-C13-5c7ecf6d6161c3789e844873e8fa0471.pdf https://purl.fdlp.gov/GPO/gpo100009
001072582,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933547, 0247-D (online), C 13.58:6546, Thermal radiation from large pool fires / , NISTIR ; 6546 , https://doi.org/10.6028/NIST.IR.6546 https://www.govinfo.gov/content/pkg/GOVPUB-C13-fa5a24c9e669a385816318793faac823/pdf/GOVPUB-C13-fa5a24c9e669a385816318793faac823.pdf https://purl.fdlp.gov/GPO/gpo105198
001072583,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933548, 0247-D (online), C 13.58:6557, Strength evaluation of connectors for intermodal containers / , NISTIR ; 6557 , https://doi.org/10.6028/NIST.IR.6557 https://www.govinfo.gov/content/pkg/GOVPUB-C13-ccd8009329fe82d97ef5593bef903422/pdf/GOVPUB-C13-ccd8009329fe82d97ef5593bef903422.pdf https://purl.fdlp.gov/GPO/gpo103085
001072584,160922s2004\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933549, 0247-D (online), C 13.58:6563, Fire safety of passenger trains; phase III :  evaluation of fire hazard analysis using full-scale passenger rail car tests /, NISTIR ; 6563 , https://doi.org/10.6028/NIST.IR.6563 https://www.govinfo.gov/content/pkg/GOVPUB-C13-e551926a6436971520267e4f36a3c296/pdf/GOVPUB-C13-e551926a6436971520267e4f36a3c296.pdf https://purl.fdlp.gov/GPO/gpo104356
001072585,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933550, 0247-D (online), C 13.58:6570, Direct blind deconvolution II. :  substitute images and the BEAK method /, NISTIR ; 6570 , https://doi.org/10.6028/NIST.IR.6570 https://www.govinfo.gov/content/pkg/GOVPUB-C13-4d8fd6c4a16e2b0786166b227bba4f12/pdf/GOVPUB-C13-4d8fd6c4a16e2b0786166b227bba4f12.pdf https://purl.fdlp.gov/GPO/gpo97715
001072586,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933551, 0247-D (online), C 13.58:6583, User's guide to the virtual cement and concrete testing laboratory :  version 1.0 /, NISTIR ; 6583 , https://doi.org/10.6028/NIST.IR.6583 https://www.govinfo.gov/content/pkg/GOVPUB-C13-1ad06d0aa782187fa07ba2a4436677f4/pdf/GOVPUB-C13-1ad06d0aa782187fa07ba2a4436677f4.pdf https://purl.fdlp.gov/GPO/gpo95505
001072587,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933552, 0247-D (online), C 13.58:6539," Fire research needs workshop proceedings :  Emmitsburg, Maryland, October 20, 1999 /", NISTIR ; 6539 , https://doi.org/10.6028/NIST.IR.6539 https://www.govinfo.gov/content/pkg/GOVPUB-C13-a93937b96d482fea7963a61e8f3de367/pdf/GOVPUB-C13-a93937b96d482fea7963a61e8f3de367.pdf https://purl.fdlp.gov/GPO/gpo101623
001072588,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933559, 0247-D (online), C 13.58:6556, The NIST RS274NGC interpreter :  version 3 /, NISTIR ; 6556 , https://doi.org/10.6028/NIST.IR.6556 https://www.govinfo.gov/content/pkg/GOVPUB-C13-146817245a95ab84faf7b941e730ea48/pdf/GOVPUB-C13-146817245a95ab84faf7b941e730ea48.pdf https://purl.fdlp.gov/GPO/gpo95252
001072589,160922s2003\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933561, 0247-D (online), C 13.58:6971, MSEL Materials for Micro-and Optoelectronics :  FY 2002 programs and accomplishments /, NISTIR ; 6971 , https://doi.org/10.6028/NIST.IR.6971 https://www.govinfo.gov/content/pkg/GOVPUB-C13-7eeaea9839d54cad3bd6886ad7725645/pdf/GOVPUB-C13-7eeaea9839d54cad3bd6886ad7725645.pdf https://purl.fdlp.gov/GPO/gpo99779
001072590,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933566, 0247-D (online), C 13.58:6575," Electronics and Electrical Engineering Laboratory. Office of Law Enforcement Standards :  programs, activities, and accomplishments", NISTIR ; 6575 , https://doi.org/10.6028/NIST.IR.6575 https://www.govinfo.gov/content/pkg/GOVPUB-C13-d08d3c3196bee2acb626ba84ef7e3b70/pdf/GOVPUB-C13-d08d3c3196bee2acb626ba84ef7e3b70.pdf https://purl.fdlp.gov/GPO/gpo103227
001072591,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933567, 0247-D (online), C 13.58:6578, Internet commerce for manufacturing data staging / , NISTIR ; 6578 , https://doi.org/10.6028/NIST.IR.6578 https://www.govinfo.gov/content/pkg/GOVPUB-C13-9fe958b853364febdd7024f4906ab00b/pdf/GOVPUB-C13-9fe958b853364febdd7024f4906ab00b.pdf https://purl.fdlp.gov/GPO/gpo101220
001072592,160922s2000\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933568, 0247-D (online), C 13.58:6581, JAVA-based XML utility for the NIST machine tool data repository / , NISTIR ; 6581 , https://doi.org/10.6028/NIST.IR.6581 https://www.govinfo.gov/content/pkg/GOVPUB-C13-5dc1467c3dfa46980b7fcd415601b255/pdf/GOVPUB-C13-5dc1467c3dfa46980b7fcd415601b255.pdf https://purl.fdlp.gov/GPO/gpo98479
001072593,160922s2002\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933569, 0247-D (online), C 13.58:6582, Benefits and costs of research :  a case study of fire dynamics simulation /, NISTIR ; 6582 , https://doi.org/10.6028/NIST.IR.6582 https://www.govinfo.gov/content/pkg/GOVPUB-C13-280e835143ff06c3517cce68f87cb2ba/pdf/GOVPUB-C13-280e835143ff06c3517cce68f87cb2ba.pdf https://purl.fdlp.gov/GPO/gpo96324
001072594,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933573, 0247-D (online), C 13.58:6585, Input data for multizone airflow and IAQ analysis / , NISTIR ; 6585 , https://doi.org/10.6028/NIST.IR.6585 https://www.govinfo.gov/content/pkg/GOVPUB-C13-af31a51bc8205c5df56a1ded56725b26/pdf/GOVPUB-C13-af31a51bc8205c5df56a1ded56725b26.pdf https://purl.fdlp.gov/GPO/gpo101845
001072595,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933574, 0247-D (online), C 13.58:6779, MEMS length and strain measurements using an optical interferometer / , NISTIR ; 6779 , https://doi.org/10.6028/NIST.IR.6779 https://www.govinfo.gov/content/pkg/GOVPUB-C13-6b98b54a04738248edca5f8f9cadda30/pdf/GOVPUB-C13-6b98b54a04738248edca5f8f9cadda30.pdf https://purl.fdlp.gov/GPO/gpo100089
001072596,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933575, 0247-D (online), C 13.58:6781, Natural ventilation review and plan for design and analysis tools / , NISTIR ; 6781 , https://doi.org/10.6028/NIST.IR.6781 https://www.govinfo.gov/content/pkg/GOVPUB-C13-4bfff386c2f003c32b2ebdb2fc1eabc6/pdf/GOVPUB-C13-4bfff386c2f003c32b2ebdb2fc1eabc6.pdf https://purl.fdlp.gov/GPO/gpo97654
001072597,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933576, 0247-D (online), C 13.58:6783, Fire dynamics simulator (version 3) :  technical reference guide /, NISTIR ; 6783 , https://doi.org/10.6028/NIST.IR.6783 https://www.govinfo.gov/content/pkg/GOVPUB-C13-fb7523d8cb132cb4ccdc42dc9f138099/pdf/GOVPUB-C13-fb7523d8cb132cb4ccdc42dc9f138099.pdf https://purl.fdlp.gov/GPO/gpo105240
001072598,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933578, 0247-D (online), C 13.58:6797," Materials Science and Engineering Laboratory, Metallurgy Division :  FY 2001 programs and accomplishments /", NISTIR ; 6797 , https://doi.org/10.6028/NIST.IR.6797 https://www.govinfo.gov/content/pkg/GOVPUB-C13-3eb23f90b734538e3f6155970d824798/pdf/GOVPUB-C13-3eb23f90b734538e3f6155970d824798.pdf https://purl.fdlp.gov/GPO/gpo97387
001072599,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933579, 0247-D (online), C 13.58:6799, Latent fingerprint training with NIST special database 27 and universal latent workstation / , NISTIR ; 6799 , https://doi.org/10.6028/NIST.IR.6799 https://www.govinfo.gov/content/pkg/GOVPUB-C13-d21497ca1c94e9f0d0ec3cc08cbda940/pdf/GOVPUB-C13-d21497ca1c94e9f0d0ec3cc08cbda940.pdf https://purl.fdlp.gov/GPO/gpo103286
001072600,160922s2003\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933587, 0247-D (online), C 13.58:6627," Electronics and Electrical Engineering Laborary. Optoelectronics Division :  programs, activities, and accomplishments", NISTIR ; 6627 , https://doi.org/10.6028/NIST.IR.6627 https://www.govinfo.gov/content/pkg/GOVPUB-C13-88643acb46fd4e4a587105133c5809fe/pdf/GOVPUB-C13-88643acb46fd4e4a587105133c5809fe.pdf https://purl.fdlp.gov/GPO/gpo103567
001072601,160922s2004\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933588, 0247-D (online), C 13.58:6631, Traceability for microwave remote-sensing radiometry / , NISTIR ; 6631 , https://doi.org/10.6028/NIST.IR.6631 https://www.govinfo.gov/content/pkg/GOVPUB-C13-afdd3f689fd6b73d7a1327df0f21bfd4/pdf/GOVPUB-C13-afdd3f689fd6b73d7a1327df0f21bfd4.pdf https://purl.fdlp.gov/GPO/gpo101880
001072602,160922s2003\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933589, 0247-D (online), C 13.58:6637, Seamless frusta creation for stray-light management in optical devices / , NISTIR ; 6637 , https://doi.org/10.6028/NIST.IR.6637 https://www.govinfo.gov/content/pkg/GOVPUB-C13-0d7b6a97e62c5562a6b6af9a9888b075/pdf/GOVPUB-C13-0d7b6a97e62c5562a6b6af9a9888b075.pdf https://purl.fdlp.gov/GPO/gpo94923
001072603,160922s2006\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933590, 0247-D (online), C 13.58:6640, Thermochemical and thermophysical properties of JP-10 / , NISTIR ; 6640 , https://doi.org/10.6028/NIST.IR.6640 https://www.govinfo.gov/content/pkg/GOVPUB-C13-9899b829388812796805f8e7feed4304/pdf/GOVPUB-C13-9899b829388812796805f8e7feed4304.pdf https://purl.fdlp.gov/GPO/gpo100967
001072604,160922s2006\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933591, 0247-D (online), C 13.58:6643, The vapor pressure of mercury / , NISTIR ; 6643 , https://doi.org/10.6028/NIST.IR.6643 https://www.govinfo.gov/content/pkg/GOVPUB-C13-66a1ade54071892930184393b1802e69/pdf/GOVPUB-C13-66a1ade54071892930184393b1802e69.pdf https://purl.fdlp.gov/GPO/gpo98816
001072605,160922s2007\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933592, 0247-D (online), C 13.58:6646, Thermophysical properties measurements and models for rocket propellant RP-1 :  phase I /, NISTIR ; 6646 , https://doi.org/10.6028/NIST.IR.6646 https://www.govinfo.gov/content/pkg/GOVPUB-C13-18e6f8b04c5baea8df583f63c83ce583/pdf/GOVPUB-C13-18e6f8b04c5baea8df583f63c83ce583.pdf https://purl.fdlp.gov/GPO/gpo95465
001072606,160922s2009\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933594, 0247-D (online), C 13.58:6657, A rational methodology for estimating the luminous flux based upon color primaries from digital projection displays / , NISTIR ; 6657 , https://doi.org/10.6028/NIST.IR.6657 https://www.govinfo.gov/content/pkg/GOVPUB-C13-635573755686eb4eed9deef9a3f440a1/pdf/GOVPUB-C13-635573755686eb4eed9deef9a3f440a1.pdf https://purl.fdlp.gov/GPO/gpo98691
001072608,160922s2010\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933596, 0247-D (online), C 13.58:6660," Workshop on quantitative tools for condition assessment of aging infrastructure :  May 4-5, 2010, Boulder, Colorado /", NISTIR ; 6660 , https://doi.org/10.6028/NIST.IR.6660 https://www.govinfo.gov/content/pkg/GOVPUB-C13-22ca99a29d2eb6905fa2c82ab0fce846/pdf/GOVPUB-C13-22ca99a29d2eb6905fa2c82ab0fce846.pdf https://purl.fdlp.gov/GPO/gpo95990
001072609,160922s2011\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933601, 0247-D (online), C 13.58:6662, Verification of the 100 kN load cell (serial no. 850) of the 20 kips load frame (high bay lab) / , NISTIR ; 6662 , https://doi.org/10.6028/NIST.IR.6662 https://www.govinfo.gov/content/pkg/GOVPUB-C13-cff3bd04768ead56fc10fdb32a7aeb49/pdf/GOVPUB-C13-cff3bd04768ead56fc10fdb32a7aeb49.pdf https://purl.fdlp.gov/GPO/gpo103205
001072610,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933602, 0247-D (online), C 13.58:6700, Sea turtle contaminants :  a review with annotated bibliography /, NISTIR ; 6700 , https://doi.org/10.6028/NIST.IR.6700 https://www.govinfo.gov/content/pkg/GOVPUB-C13-2d213a689722d820687d3bf8a62c4ba5/pdf/GOVPUB-C13-2d213a689722d820687d3bf8a62c4ba5.pdf https://purl.fdlp.gov/GPO/gpo96219
001072611,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933603, 0247-D (online), C 13.58:6715, MSID's virtual library & office automation continuous improvement projects / , NISTIR ; 6715 , https://doi.org/10.6028/NIST.IR.6715 https://www.govinfo.gov/content/pkg/GOVPUB-C13-3b0d2457656f1e64ec19d13e4a733571/pdf/GOVPUB-C13-3b0d2457656f1e64ec19d13e4a733571.pdf https://purl.fdlp.gov/GPO/gpo96784
001072612,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933604, 0247-D (online), C 13.58:6717, Simulation and visualization using a remote database / , NISTIR ; 6717 , https://doi.org/10.6028/NIST.IR.6717 https://www.govinfo.gov/content/pkg/GOVPUB-C13-6ec8e516d968d1b768dc5a2cbce51016/pdf/GOVPUB-C13-6ec8e516d968d1b768dc5a2cbce51016.pdf https://purl.fdlp.gov/GPO/gpo99126
001072613,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933605, 0247-D (online), C 13.58:6721, SIMA systems integration for manufacturing applications :  biennial report - fiscal years 1999-2000 /, NISTIR ; 6721 , https://doi.org/10.6028/NIST.IR.6721 https://www.govinfo.gov/content/pkg/GOVPUB-C13-b7684b52077b6fe535cbbdb0c705efce/pdf/GOVPUB-C13-b7684b52077b6fe535cbbdb0c705efce.pdf https://purl.fdlp.gov/GPO/gpo102183
001072614,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933606, 0247-D (online), C 13.58:6728, NIST multizone modeling website / , NISTIR ; 6728 , https://doi.org/10.6028/NIST.IR.6728 https://www.govinfo.gov/content/pkg/GOVPUB-C13-c38caa64a379acab4d9281214bf508b3/pdf/GOVPUB-C13-c38caa64a379acab4d9281214bf508b3.pdf https://purl.fdlp.gov/GPO/gpo102692
001072615,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933607, 0247-D (online), C 13.58:6729, State-of-the-art review of CO2 demand controlled ventilation technology and application / , NISTIR ; 6729 , https://doi.org/10.6028/NIST.IR.6729 https://www.govinfo.gov/content/pkg/GOVPUB-C13-b65f3a6927f8a5a6a57912bc36e89080/pdf/GOVPUB-C13-b65f3a6927f8a5a6a57912bc36e89080.pdf https://purl.fdlp.gov/GPO/gpo102138
001072616,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933608, 0247-D (online), C 13.58:6733," Transient application, recirculating pool fire, agent effectiveness screen :  final report, NGP project 3A/2/890 /", NISTIR ; 6733 , https://doi.org/10.6028/NIST.IR.6733 https://www.govinfo.gov/content/pkg/GOVPUB-C13-8b37c89a0a2cf0810994588296f25acd/pdf/GOVPUB-C13-8b37c89a0a2cf0810994588296f25acd.pdf https://purl.fdlp.gov/GPO/gpo100427
001072619,160922s2002\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933613, 0247-D (online), C 13.58:6886, Influence of curing conditions on water loss and hydration in cement pastes with and without fly ash substitution / , NISTIR ; 6886 , https://doi.org/10.6028/NIST.IR.6886 https://www.govinfo.gov/content/pkg/GOVPUB-C13-a1fefadf03ce2c728202a70f45396eac/pdf/GOVPUB-C13-a1fefadf03ce2c728202a70f45396eac.pdf https://purl.fdlp.gov/GPO/gpo101315
001072620,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933615, 0247-D (online), C 13.58:6743, Registering 3D point clouds :  an experimental evaluation /, NISTIR ; 6743 , https://doi.org/10.6028/NIST.IR.6743 https://www.govinfo.gov/content/pkg/GOVPUB-C13-52c2a6fd516518e1cafd157ab9bd2eb3/pdf/GOVPUB-C13-52c2a6fd516518e1cafd157ab9bd2eb3.pdf https://purl.fdlp.gov/GPO/gpo97916
001072621,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933616, 0247-D (online), C 13.58:6746, A model for the flow of design information in the open assembly design environment (OpenADE) / , NISTIR ; 6746 , https://doi.org/10.6028/NIST.IR.6746 https://www.govinfo.gov/content/pkg/GOVPUB-C13-75cfb31c03dd96b7195bf2001026d3ea/pdf/GOVPUB-C13-75cfb31c03dd96b7195bf2001026d3ea.pdf https://purl.fdlp.gov/GPO/gpo99414
001072622,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933617, 0247-D (online), C 13.58:6747, Validation and modification of the 4SIGHT computer program / , NISTIR ; 6747 , https://doi.org/10.6028/NIST.IR.6747 https://www.govinfo.gov/content/pkg/GOVPUB-C13-1eac22770b97504f6f4ca33333e76b96/pdf/GOVPUB-C13-1eac22770b97504f6f4ca33333e76b96.pdf https://purl.fdlp.gov/GPO/gpo95601
001072623,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933619, 0247-D (online), C 13.58:6751, Industrial autonomous vehicle project report / , NISTIR ; 6751 , https://doi.org/10.6028/NIST.IR.6751 https://www.govinfo.gov/content/pkg/GOVPUB-C13-2d604d18ba3e3374c4f8444131c65f6d/pdf/GOVPUB-C13-2d604d18ba3e3374c4f8444131c65f6d.pdf https://purl.fdlp.gov/GPO/gpo96402
001072624,160922s2002\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933620, 0247-D (online), C 13.58:6752, National biomonitoring specimen bank NIST-Charleston Laboratory :  clean room and specimen bank protocols /, NISTIR ; 6752 , https://doi.org/10.6028/NIST.IR.6752 https://www.govinfo.gov/content/pkg/GOVPUB-C13-8b0ae3544f202dc8866ddecab7b9384c/pdf/GOVPUB-C13-8b0ae3544f202dc8866ddecab7b9384c.pdf https://purl.fdlp.gov/GPO/gpo100418
001072625,160922s2002\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933624, 0247-D (online), C 13.58:6909, Information Technology Laboratory technical accomplishments , NISTIR ; 6909 , https://doi.org/10.6028/NIST.IR.6909 https://www.govinfo.gov/content/pkg/GOVPUB-C13-a36bbdfba9bacc82fb508fa20e4bfb39/pdf/GOVPUB-C13-a36bbdfba9bacc82fb508fa20e4bfb39.pdf https://purl.fdlp.gov/GPO/gpo101373
001072626,160922s2002\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933625, 0247-D (online), C 13.58:6910, 4D/RCS :  a reference model architecture for unmanned vehicle systems version 2.0 /, NISTIR ; 6910 , https://doi.org/10.6028/NIST.IR.6910 https://www.govinfo.gov/content/pkg/GOVPUB-C13-82d8c0faf517a1a2557c95f7bdec4169/pdf/GOVPUB-C13-82d8c0faf517a1a2557c95f7bdec4169.pdf https://purl.fdlp.gov/GPO/gpo99931
001072627,160922s2002\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933626, 0247-D (online), C 13.58:6913, Proposed revisions of part of the test procedures for furnaces and boilers in ASHRAE standard 103-1993 / , NISTIR ; 6913 , https://doi.org/10.6028/NIST.IR.6913 https://www.govinfo.gov/content/pkg/GOVPUB-C13-5c329642bcfc3dd10f97077134a88254/pdf/GOVPUB-C13-5c329642bcfc3dd10f97077134a88254.pdf https://purl.fdlp.gov/GPO/gpo98404
001072628,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933629, 0247-D (online), C 13.58:6760," Evaluation of a fast, simplified computational fluid dynamics model for solving room airflow problems / ", NISTIR ; 6760 , https://doi.org/10.6028/NIST.IR.6760 https://www.govinfo.gov/content/pkg/GOVPUB-C13-93d5a3c71b0fc92e3b939e4171319577/pdf/GOVPUB-C13-93d5a3c71b0fc92e3b939e4171319577.pdf https://purl.fdlp.gov/GPO/gpo100780
001072629,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933630, 0247-D (online), C 13.58:6761, User's guide for smokeview version 2.0 :  a tool for visualizing fire dynamics simulation data /, NISTIR ; 6761 , https://doi.org/10.6028/NIST.IR.6761 https://www.govinfo.gov/content/pkg/GOVPUB-C13-5d51c89bf6cada02f08ce9fff99d8639/pdf/GOVPUB-C13-5d51c89bf6cada02f08ce9fff99d8639.pdf https://purl.fdlp.gov/GPO/gpo98462
001072630,160922s2002\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933631, 0247-D (online), C 13.58:6762, Standards of seismic safety for existing federally owned and leased buildings / , NISTIR ; 6762 , https://doi.org/10.6028/NIST.IR.6762 https://www.govinfo.gov/content/pkg/GOVPUB-C13-96ac49338e2a45914156d4bf1f0558ed/pdf/GOVPUB-C13-96ac49338e2a45914156d4bf1f0558ed.pdf https://purl.fdlp.gov/GPO/gpo100899
001072631,160922s2001\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933632, 0247-D (online), C 13.58:6766, Powder-matrix systems for safer handling and storage of suppression agents / , NISTIR ; 6766 , https://doi.org/10.6028/NIST.IR.6766 https://www.govinfo.gov/content/pkg/GOVPUB-C13-bed19015c89bc122aa512f6fe7d2de21/pdf/GOVPUB-C13-bed19015c89bc122aa512f6fe7d2de21.pdf https://purl.fdlp.gov/GPO/gpo102474
001072632,160922s2002\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933633, 0247-D (online), C 13.58:6770," An approach for measuring reductions in operations, maintenance, and energy costs for educational facilities / ", NISTIR ; 6770 , https://doi.org/10.6028/NIST.IR.6770 https://www.govinfo.gov/content/pkg/GOVPUB-C13-0c1762d62fe279a490fd5203db0ae82d/pdf/GOVPUB-C13-0c1762d62fe279a490fd5203db0ae82d.pdf https://purl.fdlp.gov/GPO/gpo94885
001072633,160922s2002\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)958933638, 0247-D (online), C 13.58:6922, Calibration experiments of a laser scanner / , NISTIR ; 6922 , https://doi.org/10.6028/NIST.IR.6922 https://www.govinfo.gov/content/pkg/GOVPUB-C13-9ed287d46ae58e084924b7c7931f21fc/pdf/GOVPUB-C13-9ed287d46ae58e084924b7c7931f21fc.pdf https://purl.fdlp.gov/GPO/gpo101180
