001,008,035 $a,074 $a,086 $a,245 $a$b,830 $a$v,856 40 $u
001074891,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926740980, 0247 (online), C 13.10:345-12, U.S. metric study interim report - testimony of nationally representative groups / , NBS special publication ;  345-12. , https://doi.org/10.6028/NBS.SP.345-12 https://www.govinfo.gov/content/pkg/GOVPUB-C13-61edcb7c3e26e37b5687caa22e25e76a/pdf/GOVPUB-C13-61edcb7c3e26e37b5687caa22e25e76a.pdf https://purl.fdlp.gov/GPO/gpo98645
001074892,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926740943, 0247 (online), C 13.10:345-2, U.S. metric study interim report - federal government :  civilian agencies /, NBS special publication ;  345-2. , https://doi.org/10.6028/NBS.SP.345-2 https://www.govinfo.gov/content/pkg/GOVPUB-C13-4f078984a1bf7d2b2bc49962aa8dcac8/pdf/GOVPUB-C13-4f078984a1bf7d2b2bc49962aa8dcac8.pdf https://purl.fdlp.gov/GPO/gpo97772
001074893,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741014, 0247 (online), C 13.10:345-3, U.S. metric study interim report - commercial weights and measures / , NBS special publication ;  345-3. , https://doi.org/10.6028/NBS.SP.345-3 https://www.govinfo.gov/content/pkg/GOVPUB-C13-db4a11b8bc4dafeaaf4c24e1d29d4e92/pdf/GOVPUB-C13-db4a11b8bc4dafeaaf4c24e1d29d4e92.pdf https://purl.fdlp.gov/GPO/gpo103886
001074894,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741015, 0247 (online), C 13.10:345-4, U.S. metric study interim report - the manufacturing industry / , NBS special publication ;  345-4. , https://doi.org/10.6028/NBS.SP.345-4 https://www.govinfo.gov/content/pkg/GOVPUB-C13-c3a6adb33094a52f43034ec1a00f0e88/pdf/GOVPUB-C13-c3a6adb33094a52f43034ec1a00f0e88.pdf https://purl.fdlp.gov/GPO/gpo102700
001074895,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741016, 0247 (online), C 13.10:345-5, U.S. metric study interim report - nonmanufacturing business / , NBS special publication ;  345-5. , https://doi.org/10.6028/NBS.SP.345-5 https://www.govinfo.gov/content/pkg/GOVPUB-C13-a0f3c6889f95407a63584d1608abd1c4/pdf/GOVPUB-C13-a0f3c6889f95407a63584d1608abd1c4.pdf https://purl.fdlp.gov/GPO/gpo101265
001074896,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741017, 0247 (online), C 13.10:345-6, U.S. metric study interim report - education / , NBS special publication ;  345-6. , https://doi.org/10.6028/NBS.SP.345-6 https://www.govinfo.gov/content/pkg/GOVPUB-C13-ec1f57da60a714099aacebc021331fb0/pdf/GOVPUB-C13-ec1f57da60a714099aacebc021331fb0.pdf https://purl.fdlp.gov/GPO/gpo104630
001074897,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741028, 0247 (online), C 13.10:345-7, U.S. metric study interim report - the consumer / , NBS special publication ;  345-7. , https://doi.org/10.6028/NBS.SP.345-7 https://www.govinfo.gov/content/pkg/GOVPUB-C13-d51f0c60ca1da0c61f67d3ce68b15d70/pdf/GOVPUB-C13-d51f0c60ca1da0c61f67d3ce68b15d70.pdf https://purl.fdlp.gov/GPO/gpo103403
001074898,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741030, 0247 (online), C 13.10:345-8, U.S. metric study interim report - international trade / , NBS special publication ;  345-8. , https://doi.org/10.6028/NBS.SP.345-8 https://www.govinfo.gov/content/pkg/GOVPUB-C13-11b2d857c24536cc2dd0351f858fb7c4/pdf/GOVPUB-C13-11b2d857c24536cc2dd0351f858fb7c4.pdf https://purl.fdlp.gov/GPO/gpo95105
001074899,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741031, 0247 (online), C 13.10:345-9, U.S. metric study interim report - department of defense / , NBS special publication ;  345-9. , https://doi.org/10.6028/NBS.SP.345-9 https://www.govinfo.gov/content/pkg/GOVPUB-C13-7935cee4fd2eee1a9bda687eaa8e09a7/pdf/GOVPUB-C13-7935cee4fd2eee1a9bda687eaa8e09a7.pdf https://purl.fdlp.gov/GPO/gpo99565
001074900,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741032, 0247 (online), C 13.10:346, Hydraulic research in the United States 1970 / , NBS special publication ; 346 , https://doi.org/10.6028/NBS.SP.346 https://www.govinfo.gov/content/pkg/GOVPUB-C13-a1df1350cdb943d32488c519aec5eacb/pdf/GOVPUB-C13-a1df1350cdb943d32488c519aec5eacb.pdf https://purl.fdlp.gov/GPO/gpo101312
001074902,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741057, 0247 (online), C 13.10:348, The science of ceramic machining and surface finishing / , NBS special publication ; 348 , https://doi.org/10.6028/NBS.SP.348 https://www.govinfo.gov/content/pkg/GOVPUB-C13-7676b6605237759180242239a9773df3/pdf/GOVPUB-C13-7676b6605237759180242239a9773df3.pdf https://purl.fdlp.gov/GPO/gpo99443
001074904,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741059, 0247 (online), C 13.10:350, Time and frequency :  a bibliography of NBS literature published July 1955-December 1970 /, NBS special publication ; 350 , https://doi.org/10.6028/NBS.SP.350 https://www.govinfo.gov/content/pkg/GOVPUB-C13-eadaba3cf977a9764eabb6273dce4b2b/pdf/GOVPUB-C13-eadaba3cf977a9764eabb6273dce4b2b.pdf https://purl.fdlp.gov/GPO/gpo104569
001074905,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741060, 0247 (online), C 13.10:351, Analytical chemistry :  key to progress on national problems /, NBS special publication ; 351 , https://doi.org/10.6028/NBS.SP.351 https://www.govinfo.gov/content/pkg/GOVPUB-C13-cc4516ba4ba78b5f77fa3caa59712451/pdf/GOVPUB-C13-cc4516ba4ba78b5f77fa3caa59712451.pdf https://purl.fdlp.gov/GPO/gpo103064
001074908,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741077, 0247 (online), C 13.10:354, Dental materials research / , NBS special publication ; 354 , https://doi.org/10.6028/NBS.SP.354 https://www.govinfo.gov/content/pkg/GOVPUB-C13-102181f0e1bce095736ec5ef8d091bbc/pdf/GOVPUB-C13-102181f0e1bce095736ec5ef8d091bbc.pdf https://purl.fdlp.gov/GPO/gpo94975
001074910,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741039, 0247 (online), C 13.10:356, Damage in laser materials :  1971 /, NBS special publication ; 356 , https://doi.org/10.6028/NBS.SP.356 https://www.govinfo.gov/content/pkg/GOVPUB-C13-4e87cdb7375da3b40ae5e5cc0e51d202/pdf/GOVPUB-C13-4e87cdb7375da3b40ae5e5cc0e51d202.pdf https://purl.fdlp.gov/GPO/gpo97753
001074913,151026s1971\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741073, 0247 (online), C 13.10:359, Metrology and standardization in less-developed countries :  the role of national capability for industrializing economics /, NBS special publication ; 359 , https://doi.org/10.6028/NBS.SP.359 https://www.govinfo.gov/content/pkg/GOVPUB-C13-1b757244cbffd245bce2ccb364e52286/pdf/GOVPUB-C13-1b757244cbffd245bce2ccb364e52286.pdf https://purl.fdlp.gov/GPO/gpo95659
001074914,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741074, 0247 (online), C 13.10:360, NBS 1971 annual report / , NBS special publication ; 360 , https://doi.org/10.6028/NBS.SP.360 https://www.govinfo.gov/content/pkg/GOVPUB-C13-e79187f5b1f82b41bafe9c0b53731632/pdf/GOVPUB-C13-e79187f5b1f82b41bafe9c0b53731632.pdf https://purl.fdlp.gov/GPO/gpo104453
001074917,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741163, 0247 (online), C 13.10:364, Solid state chemistry / , NBS special publication ; 364 , https://doi.org/10.6028/NBS.SP.364 https://www.govinfo.gov/content/pkg/GOVPUB-C13-6dc0820aee9fb6c4cce21ac5bba38d36/pdf/GOVPUB-C13-6dc0820aee9fb6c4cce21ac5bba38d36.pdf https://purl.fdlp.gov/GPO/gpo99092
001074918,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741164, 0247 (online), C 13.10:365, Metric conversion card / , NBS special publication ; 365 , https://doi.org/10.6028/NBS.SP.365 https://www.govinfo.gov/content/pkg/GOVPUB-C13-30820dcc11275b636316f6f92057d250/pdf/GOVPUB-C13-30820dcc11275b636316f6f92057d250.pdf https://purl.fdlp.gov/GPO/gpo96445
001074919,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741165, 0247 (online), C 13.10:366, Bibliography on atomic line shapes and shifts (1889 through March 1972) / , NBS special publication ; 366 , https://doi.org/10.6028/NBS.SP.366 https://www.govinfo.gov/content/pkg/GOVPUB-C13-76f55cc039acddfb1b667b248d65821d/pdf/GOVPUB-C13-76f55cc039acddfb1b667b248d65821d.pdf https://purl.fdlp.gov/GPO/gpo99466
001074920,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926740927, 0247 (online), C 13.10:367, National Bureau of Standards (NBS) / , NBS special publication ; 367 , https://doi.org/10.6028/NBS.SP.367 https://www.govinfo.gov/content/pkg/GOVPUB-C13-db8379e9c7f18e474474df6be6d13cb1/pdf/GOVPUB-C13-db8379e9c7f18e474474df6be6d13cb1.pdf https://purl.fdlp.gov/GPO/gpo103898
001074926,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741198, 0247 (online), C 13.10:372, Laser induced damage in optical materials :  1972 /, NBS special publication ; 372 , https://doi.org/10.6028/NBS.SP.372 https://www.govinfo.gov/content/pkg/GOVPUB-C13-780d24c10ad70c27c6d3f66c8793c176/pdf/GOVPUB-C13-780d24c10ad70c27c6d3f66c8793c176.pdf https://purl.fdlp.gov/GPO/gpo99513
001074927,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741199, 0247 (online), C 13.10:373," Bibliography of temperature measurement, January 1953 to December 1969 / ", NBS special publication ; 373 , https://doi.org/10.6028/NBS.SP.373 https://www.govinfo.gov/content/pkg/GOVPUB-C13-30c937c54e4ac7047f11624c8d3d2acc/pdf/GOVPUB-C13-30c937c54e4ac7047f11624c8d3d2acc.pdf https://purl.fdlp.gov/GPO/gpo96792
001074930,151026s1972\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741178, 0247 (online), C 13.10:376," For Good Measure - From the National Bureau of Standards, Washington, DC [Ruler] / ", NBS special publication ; 376 , https://doi.org/10.6028/NBS.SP.376 https://www.govinfo.gov/content/pkg/GOVPUB-C13-749dfdec97160b40ba873638b19ffdb9/pdf/GOVPUB-C13-749dfdec97160b40ba873638b19ffdb9.pdf https://purl.fdlp.gov/GPO/gpo99363
001074934,151026s1973\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741225, 0247 (online), C 13.10:380," Photonuclear reaction data, 1973 / ", NBS special publication ; 380 , https://doi.org/10.6028/NBS.SP.380 https://www.govinfo.gov/content/pkg/GOVPUB-C13-bc509c52d306c619b960dd179d4c982a/pdf/GOVPUB-C13-bc509c52d306c619b960dd179d4c982a.pdf https://purl.fdlp.gov/GPO/gpo103554
001074936,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741206, 0247 (online), C 13.10:382," Hydraulic research in the United States and Canada, 1972 / ", NBS special publication ; 382 , https://doi.org/10.6028/NBS.SP.382 https://www.govinfo.gov/content/pkg/GOVPUB-C13-833c736a95c418bedf89da25cc57be9e/pdf/GOVPUB-C13-833c736a95c418bedf89da25cc57be9e.pdf https://purl.fdlp.gov/GPO/gpo99952
001074937,151026s1973\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741207, 0247 (online), C 13.10:383, The creative partnership :  government and the professional services /, NBS special publication ; 383 , https://doi.org/10.6028/NBS.SP.383 https://www.govinfo.gov/content/pkg/GOVPUB-C13-e97da98617969e15a63ea26d218d1261/pdf/GOVPUB-C13-e97da98617969e15a63ea26d218d1261.pdf https://purl.fdlp.gov/GPO/gpo104517
001074938,151026s1973\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741208, 0247 (online), C 13.10:384, Annotated bibliography of the literature on resource sharing computer networks / , NBS special publication ; 384 , https://doi.org/10.6028/NBS.SP.384 https://www.govinfo.gov/content/pkg/GOVPUB-C13-870e42a4c80f3547fa2338f9dd7994ab/pdf/GOVPUB-C13-870e42a4c80f3547fa2338f9dd7994ab.pdf https://purl.fdlp.gov/GPO/gpo100275
001074941,151026s1973\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926740977, 0247 (online), C 13.10:387, Laser induced damage in optical materials :  1973 /, NBS special publication ; 387 , https://doi.org/10.6028/NBS.SP.387 https://www.govinfo.gov/content/pkg/GOVPUB-C13-0443404769ce6d34a297c4e25696dc5a/pdf/GOVPUB-C13-0443404769ce6d34a297c4e25696dc5a.pdf https://purl.fdlp.gov/GPO/gpo94495
001074945,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741121, 0247 (online), C 13.10:391, Report of the 58th national conference on weights and measures 1973 / , NBS special publication ; 391 , https://doi.org/10.6028/NBS.SP.391 https://www.govinfo.gov/content/pkg/GOVPUB-C13-1ae337d4fc7a8ec2433a7eb217eec68e/pdf/GOVPUB-C13-1ae337d4fc7a8ec2433a7eb217eec68e.pdf https://purl.fdlp.gov/GPO/gpo95383
001074947,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741266, 0247 (online), C 13.10:393, Colorimetry and spectrophotometry :  a bibliography of NBS publications January 1906 through January 1973 /, NBS special publication ; 393 , https://doi.org/10.6028/NBS.SP.393 https://www.govinfo.gov/content/pkg/GOVPUB-C13-148b4e8cb07b0d9141a7781277b5e19b/pdf/GOVPUB-C13-148b4e8cb07b0d9141a7781277b5e19b.pdf https://purl.fdlp.gov/GPO/gpo95258
001074949,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926740586, 0247 (online), C 13.10:395, Simulation and gaming / , NBS special publication ; 395 , https://doi.org/10.6028/NBS.SP.395 https://www.govinfo.gov/content/pkg/GOVPUB-C13-4cd9ae2da63b648f6896904d7dfcb1e9/pdf/GOVPUB-C13-4cd9ae2da63b648f6896904d7dfcb1e9.pdf https://purl.fdlp.gov/GPO/gpo98209
001074950,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741280, 0247 (online), C 13.10:396-1, Critical surveys of data sources :  mechanical properties of metals /, NBS special publication ;  396-1. , https://doi.org/10.6028/NBS.SP.396-1 https://www.govinfo.gov/content/pkg/GOVPUB-C13-dc4df28b3bb0a976d7a545e37c4eb63b/pdf/GOVPUB-C13-dc4df28b3bb0a976d7a545e37c4eb63b.pdf https://purl.fdlp.gov/GPO/gpo103942
001074951,151026s1975\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741149, 0247 (online), C 13.10:396-2, Critical surveys of data sources :  ceramics /, NBS special publication ;  396-2. , https://doi.org/10.6028/NBS.SP.396-2 https://www.govinfo.gov/content/pkg/GOVPUB-C13-8be82af5e3da4cb0019535e7b6237d9e/pdf/GOVPUB-C13-8be82af5e3da4cb0019535e7b6237d9e.pdf https://purl.fdlp.gov/GPO/gpo100461
001074952,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741150, 0247 (online), C 13.10:396-3, Critical surveys of data sources :  corrosion of metals /, NBS special publication ;  396-3. , https://doi.org/10.6028/NBS.SP.396-3 https://www.govinfo.gov/content/pkg/GOVPUB-C13-cca312c32ff401863eccce4f695d94c3/pdf/GOVPUB-C13-cca312c32ff401863eccce4f695d94c3.pdf https://purl.fdlp.gov/GPO/gpo103076
001074954,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741264, 0247 (online), C 13.10:397, National Bureau of Standards (supersedes NBS Special Publication 397) / , NBS special publication ; 397 , https://doi.org/10.6028/NBS.SP.397 https://www.govinfo.gov/content/pkg/GOVPUB-C13-36e54cbbea2cedeeef22afdf7d6eb687/pdf/GOVPUB-C13-36e54cbbea2cedeeef22afdf7d6eb687.pdf https://purl.fdlp.gov/GPO/gpo96651
001074955,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741322, 0247 (online), C 13.10:398, Fundamental physical constants [card] / , NBS special publication ; 398 , https://doi.org/10.6028/NBS.SP.398 https://www.govinfo.gov/content/pkg/GOVPUB-C13-f2837614f3b9ca3c24f7f359a7178a89/pdf/GOVPUB-C13-f2837614f3b9ca3c24f7f359a7178a89.pdf https://purl.fdlp.gov/GPO/gpo104891
001074956,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741282, 0247 (online), C 13.10:401, Computer performance evaluation / , NBS special publication ; 401 , https://doi.org/10.6028/NBS.SP.401 https://www.govinfo.gov/content/pkg/GOVPUB-C13-b596d609f8553375ad5caa323c9508b5/pdf/GOVPUB-C13-b596d609f8553375ad5caa323c9508b5.pdf https://purl.fdlp.gov/GPO/gpo102103
001074961,151026s1975\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741286, 0247 (online), C 13.10:407, Report of the 59th national conference on weights and measures 1974 / , NBS special publication ; 407 , https://doi.org/10.6028/NBS.SP.407 https://www.govinfo.gov/content/pkg/GOVPUB-C13-c815a3e52093b2600b65c58e0c32f333/pdf/GOVPUB-C13-c815a3e52093b2600b65c58e0c32f333.pdf https://purl.fdlp.gov/GPO/gpo102888
001074964,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741223, 0247 (online), C 13.10:410, NBS Metric kit / , NBS special publication ; 410 , https://doi.org/10.6028/NBS.SP.410 https://www.govinfo.gov/content/pkg/GOVPUB-C13-1e01bd774ff49ac9b1f96ab5e0a7aeed/pdf/GOVPUB-C13-1e01bd774ff49ac9b1f96ab5e0a7aeed.pdf https://purl.fdlp.gov/GPO/gpo95578
001074965,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741324, 0247 (online), C 13.10:411, Fire safety research / , NBS special publication ; 411 , https://doi.org/10.6028/NBS.SP.411 https://www.govinfo.gov/content/pkg/GOVPUB-C13-b79f3da3f5031916140bfe51f0d4b949/pdf/GOVPUB-C13-b79f3da3f5031916140bfe51f0d4b949.pdf https://purl.fdlp.gov/GPO/gpo102196
001074966,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741325, 0247 (online), C 13.10:412, Aerosol measurements / , NBS special publication ; 412 , https://doi.org/10.6028/NBS.SP.412 https://www.govinfo.gov/content/pkg/GOVPUB-C13-d7ed80e35bac928075dffffe39ad3bcc/pdf/GOVPUB-C13-d7ed80e35bac928075dffffe39ad3bcc.pdf https://purl.fdlp.gov/GPO/gpo103748
001074967,151026s1975\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741365, 0247 (online), C 13.10:413, Special technical facilities at the National Bureau of Standards / , NBS special publication ; 413 , https://doi.org/10.6028/NBS.SP.413 https://www.govinfo.gov/content/pkg/GOVPUB-C13-1e0d3fd93a7982fcec941eb633a6e603/pdf/GOVPUB-C13-1e0d3fd93a7982fcec941eb633a6e603.pdf https://purl.fdlp.gov/GPO/gpo95580
001074968,151026s1974\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741326, 0247 (online), C 13.10:414, Laser induced damage in optical materials :  1974 /, NBS special publication ; 414 , https://doi.org/10.6028/NBS.SP.414 https://www.govinfo.gov/content/pkg/GOVPUB-C13-7e8a847c6476a5fc4ef9ed75fee94b4e/pdf/GOVPUB-C13-7e8a847c6476a5fc4ef9ed75fee94b4e.pdf https://purl.fdlp.gov/GPO/gpo100161
001074969,151026s1975\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741327, 0247 (online), C 13.10:415, Biomaterials / , NBS special publication ; 415 , https://doi.org/10.6028/NBS.SP.415 https://www.govinfo.gov/content/pkg/GOVPUB-C13-26fabe52bae645c42e7222b781476489/pdf/GOVPUB-C13-26fabe52bae645c42e7222b781476489.pdf https://purl.fdlp.gov/GPO/gpo96018
001074972,151026s1975\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741387, 0247 (online), C 13.10:418, National Bureau of Standards annual report :  fiscal year 1974 /, NBS special publication ; 418 , https://doi.org/10.6028/NBS.SP.418 https://www.govinfo.gov/content/pkg/GOVPUB-C13-162e43f246965e10abae78dddb7de357/pdf/GOVPUB-C13-162e43f246965e10abae78dddb7de357.pdf https://purl.fdlp.gov/GPO/gpo95294
001074976,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741355, 0247 (online), C 13.10:423, Mechanical failure :  definition of the problem /, NBS special publication ; 423 , https://doi.org/10.6028/NBS.SP.423 https://www.govinfo.gov/content/pkg/GOVPUB-C13-ee03eb1b964a48f5fe41e6ae646cf2e9/pdf/GOVPUB-C13-ee03eb1b964a48f5fe41e6ae646cf2e9.pdf https://purl.fdlp.gov/GPO/gpo104703
001074978,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741435, 0247 (online), C 13.10:426, Bibliography of low energy electron and photon cross section data (through December 1974) / , NBS special publication ; 426 , https://doi.org/10.6028/NBS.SP.426 https://www.govinfo.gov/content/pkg/GOVPUB-C13-a164c708fa1f0c2cbc7905b91a933c0c/pdf/GOVPUB-C13-a164c708fa1f0c2cbc7905b91a933c0c.pdf https://purl.fdlp.gov/GPO/gpo101294
001074981,151026s1978\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741459, 0247 (online), C 13.10:430, Household weights and measures / , NBS special publication ; 430 , https://doi.org/10.6028/NBS.SP.430 https://www.govinfo.gov/content/pkg/GOVPUB-C13-96632cda59a13a0c9e3fa33331940dd8/pdf/GOVPUB-C13-96632cda59a13a0c9e3fa33331940dd8.pdf https://purl.fdlp.gov/GPO/gpo100884
001074982,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741461, 0247 (online), C 13.10:431, Proceedings of the fourth international congress for stereology / , NBS special publication ; 431 , https://doi.org/10.6028/NBS.SP.431 https://www.govinfo.gov/content/pkg/GOVPUB-C13-81cbb43e9be7415b8fb27d157d8503f9/pdf/GOVPUB-C13-81cbb43e9be7415b8fb27d157d8503f9.pdf https://purl.fdlp.gov/GPO/gpo99883
001074985,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741471, 0247 (online), C 13.10:434, Hydrocarbons for fuel - 75 years of materials research at NBS / , NBS special publication ; 434 , https://doi.org/10.6028/NBS.SP.434 https://www.govinfo.gov/content/pkg/GOVPUB-C13-cb701b8017d91804b9e85f07a4ef754c/pdf/GOVPUB-C13-cb701b8017d91804b9e85f07a4ef754c.pdf https://purl.fdlp.gov/GPO/gpo103032
001074986,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741472, 0247 (online), C 13.10:435, Laser induced damage in optical materials :  1975 /, NBS special publication ; 435 , https://doi.org/10.6028/NBS.SP.435 https://www.govinfo.gov/content/pkg/GOVPUB-C13-4cb0dfacc018261f571ecb0bca803f9b/pdf/GOVPUB-C13-4cb0dfacc018261f571ecb0bca803f9b.pdf https://purl.fdlp.gov/GPO/gpo98207
001074987,151026s1975\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741473, 0247 (online), C 13.10:436," Detection, diagnosis, and prognosis / ", NBS special publication ; 436 , https://doi.org/10.6028/NBS.SP.436 https://www.govinfo.gov/content/pkg/GOVPUB-C13-0ef0e64c4177d1cc887f35f4497f3cf6/pdf/GOVPUB-C13-0ef0e64c4177d1cc887f35f4497f3cf6.pdf https://purl.fdlp.gov/GPO/gpo94963
001074988,151026s1975\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741474, 0247 (online), C 13.10:437, National Bureau of Standards annual report FY 1975 / , NBS special publication ; 437 , https://doi.org/10.6028/NBS.SP.437 https://www.govinfo.gov/content/pkg/GOVPUB-C13-078c1ad920af460fa05f3c59738504f5/pdf/GOVPUB-C13-078c1ad920af460fa05f3c59738504f5.pdf https://purl.fdlp.gov/GPO/gpo94718
001074990,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741500, 0247 (online), C 13.10:439, The Center for Building Technology :  a perspective /, NBS special publication ; 439 , https://doi.org/10.6028/NBS.SP.439 https://www.govinfo.gov/content/pkg/GOVPUB-C13-2605b7cfb2980e47e45167781834483f/pdf/GOVPUB-C13-2605b7cfb2980e47e45167781834483f.pdf https://purl.fdlp.gov/GPO/gpo95886
001074995,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741511, 0247 (online), C 13.10:443," Hydraulic research in the United States and Canada, 1974 / ", NBS special publication ; 443 , https://doi.org/10.6028/NBS.SP.443 https://www.govinfo.gov/content/pkg/GOVPUB-C13-35a3abb313cde493b2fecdcfc0e672e9/pdf/GOVPUB-C13-35a3abb313cde493b2fecdcfc0e672e9.pdf https://purl.fdlp.gov/GPO/gpo96863
001074996,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741513, 0247 (online), C 13.10:444, Wind and seismic effects / , NBS special publication ; 444 , https://doi.org/10.6028/NBS.SP.444 https://www.govinfo.gov/content/pkg/GOVPUB-C13-88f2e3ab7300fd256804e4f08e4c8f07/pdf/GOVPUB-C13-88f2e3ab7300fd256804e4f08e4c8f07.pdf https://purl.fdlp.gov/GPO/gpo100347
001074998,151026s1976\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741517, 0247 (online), C 13.10:446, Building technology project summaries 1975 / , NBS special publication ; 446 , https://doi.org/10.6028/NBS.SP.446 https://www.govinfo.gov/content/pkg/GOVPUB-C13-40d089801dc932bdaf21baa4a2209dc6/pdf/GOVPUB-C13-40d089801dc932bdaf21baa4a2209dc6.pdf https://purl.fdlp.gov/GPO/gpo97411
001074999,151026s1977\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741484, 0247 (online), C 13.10:446-1, Building technology project summaries 1976 / , NBS special publication ;  446-1. , https://doi.org/10.6028/NBS.SP.446-1 https://www.govinfo.gov/content/pkg/GOVPUB-C13-67fc2dee74313f167b528e36bfcb4665/pdf/GOVPUB-C13-67fc2dee74313f167b528e36bfcb4665.pdf https://purl.fdlp.gov/GPO/gpo100074
001075000,151026s1979\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741485, 0247 (online), C 13.10:446-2, Building technology project summaries 1977-1978 / , NBS special publication ;  446-2. , https://doi.org/10.6028/NBS.SP.446-2 https://www.govinfo.gov/content/pkg/GOVPUB-C13-c79b61d6fa54e0cdfbd2397079f76a55/pdf/GOVPUB-C13-c79b61d6fa54e0cdfbd2397079f76a55.pdf https://purl.fdlp.gov/GPO/gpo102866
001075001,151026s1980\\\\mdu\\\\\ot\\\f000\0\eng\d, (OCoLC)926741486, 0247 (online), C 13.10:446-3, Building technology project summaries 1978-1979 / , NBS special publication ;  446-3. , https://doi.org/10.6028/NBS.SP.446-3 https://www.govinfo.gov/content/pkg/GOVPUB-C13-11319833003120cf9464efef3a38af39/pdf/GOVPUB-C13-11319833003120cf9464efef3a38af39.pdf https://purl.fdlp.gov/GPO/gpo94991
