001,008,035 $a,074 $a,086 $a,245 $a$b,830 $a$v,856 40 $u, 
001116151,110523s1946\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726767165, 0241 (online), C 13.29:106, Laboratory observations of condensation in wall specimens / , Building materials and structures report ; 106 , https://purl.fdlp.gov/GPO/gpo96192 https://www.govinfo.gov/content/pkg/GOVPUB-C13-2c38f82f2e818e7706b3c781ba2d7d94/pdf/GOVPUB-C13-2c38f82f2e818e7706b3c781ba2d7d94.pdf,
001116152,110523s1941\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726767166, 0241 (online), C 13.29:79, Water-distributing systems for buildings / , Building materials and structures report ; 79 , https://purl.fdlp.gov/GPO/gpo97728 https://www.govinfo.gov/content/pkg/GOVPUB-C13-4ddff2f9f57996b47436b204d9bc7acd/pdf/GOVPUB-C13-4ddff2f9f57996b47436b204d9bc7acd.pdf,
001116153,110523s1945\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726767170, 0241 (online), C 13.29:104," Structural properties of prefabricated plywood lightweight constructions for walls, partitions, floors, and roofs sponsored by the Douglas Fir Plywood Association / ", Building materials and structures report ; 104 , https://purl.fdlp.gov/GPO/gpo99133 https://www.govinfo.gov/content/pkg/GOVPUB-C13-6eeff57c5d1c7edc619ea8aacc3dcc60/pdf/GOVPUB-C13-6eeff57c5d1c7edc619ea8aacc3dcc60.pdf,
001116154,110523s1942\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726767171, 0241 (online), C 13.29:80, Performance test of floor coverings for use in low-cost housing. , Building materials and structures report ; 80 , https://purl.fdlp.gov/GPO/gpo98170 https://www.govinfo.gov/content/pkg/GOVPUB-C13-4811104a10f16fb1ffbff0a095809645/pdf/GOVPUB-C13-4811104a10f16fb1ffbff0a095809645.pdf,
001116155,110523s1938\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726772353, 0241 (online), C 13.29:5, Structural properties of six masonry wall constructions / , Building materials and structures report ; 5 , https://purl.fdlp.gov/GPO/gpo98957 https://www.govinfo.gov/content/pkg/GOVPUB-C13-6a7a65659e2af05de297bc7aa52d90c9/pdf/GOVPUB-C13-6a7a65659e2af05de297bc7aa52d90c9.pdf,
001116156,110523s1938\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726772760, 0241 (online), C 13.29:2, Methods of determining the structural properties of low-cost house constructions / , Building materials and structures report ; 2 , https://purl.fdlp.gov/GPO/gpo96038 https://www.govinfo.gov/content/pkg/GOVPUB-C13-25d9a5b6a6cf06adbd816b5c2579d3bb/pdf/GOVPUB-C13-25d9a5b6a6cf06adbd816b5c2579d3bb.pdf,
001116157,110523s1951\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773628, 0241 (online), C 13.29:123, Fire tests of wood-framed walls and partitions with asbestos-cement facings / , Building materials and structures report ; 123 , https://purl.fdlp.gov/GPO/gpo100961 https://www.govinfo.gov/content/pkg/GOVPUB-C13-9874a30f4063c402e013922dc7ea8955/pdf/GOVPUB-C13-9874a30f4063c402e013922dc7ea8955.pdf,
001116158,110523s1940\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773661, 0241 (online), C 13.29:44, Surface treatment of steel prior to painting / , Building materials and structures report ; 44 , https://purl.fdlp.gov/GPO/gpo100273 https://www.govinfo.gov/content/pkg/GOVPUB-C13-86f179a2e792c444bd0c5986fb2ba89e/pdf/GOVPUB-C13-86f179a2e792c444bd0c5986fb2ba89e.pdf,
001116159,110523s1957\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773672, 0241 (online), C 13.29:148, Fifteen-year exposure test of porcelain enamels / , Building materials and structures report ; 148 , https://purl.fdlp.gov/GPO/gpo96343 https://www.govinfo.gov/content/pkg/GOVPUB-C13-29725cba00f41bf7cae8a33c4f6b1109/pdf/GOVPUB-C13-29725cba00f41bf7cae8a33c4f6b1109.pdf,
001116160,110523e19510525dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773676, 0241 (online), C 13.29:124, Fire tests of steel columns protected with siliceous aggregate concrete / , Building materials and structures report ; 124 , https://purl.fdlp.gov/GPO/gpo102326 https://www.govinfo.gov/content/pkg/GOVPUB-C13-bb1afca19be2e3c1b8a402ea2a197d84/pdf/GOVPUB-C13-bb1afca19be2e3c1b8a402ea2a197d84.pdf,
001116161,110523s1952\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773735, 0241 (online), C 13.29:127, Effect of aging on the soundness of regularly hydrated dolomitic lime putties / , Building materials and structures report ; 127 , https://purl.fdlp.gov/GPO/gpo100353 https://www.govinfo.gov/content/pkg/GOVPUB-C13-8930f106f53fc231d1c30707737bd095/pdf/GOVPUB-C13-8930f106f53fc231d1c30707737bd095.pdf,
001116162,110523s1940\\\\dcu\\\\\ot\\\f000\0\eng\d, (OCoLC)726773783, 0241 (online), C 13.29:41, Effect of heating and cooling on the permeability of masonry walls / , Building materials and structures report ; 41 , https://purl.fdlp.gov/GPO/gpo105058 https://www.govinfo.gov/content/pkg/GOVPUB-C13-f6f82b0303d91adc5fa64585a33dbd46/pdf/GOVPUB-C13-f6f82b0303d91adc5fa64585a33dbd46.pdf,
001116163,110523s1940\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773797, 0241 (online), C 13.29:33, Plastic calking materials / , Building materials and structures report ; 33 , https://purl.fdlp.gov/GPO/gpo95662 https://www.govinfo.gov/content/pkg/GOVPUB-C13-1f445740b8af0e1a822c17c602380300/pdf/GOVPUB-C13-1f445740b8af0e1a822c17c602380300.pdf,
001116164,110523s1941\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773800, 0241 (online), C 13.29:69, Stability of fiber sheathing boards as determined by accelerated aging / , Building materials and structures report ; 69 , https://purl.fdlp.gov/GPO/gpo97079 https://www.govinfo.gov/content/pkg/GOVPUB-C13-401b4b5a88a821991f04c9cf17995bc7/pdf/GOVPUB-C13-401b4b5a88a821991f04c9cf17995bc7.pdf,
001116165,110523s1952\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773808, 0241 (online), C 13.29:128, Atmospheric exposure tests of nailed sheet-metal building materials / , Building materials and structures report ; 128 , https://purl.fdlp.gov/GPO/gpo100031 https://www.govinfo.gov/content/pkg/GOVPUB-C13-603587f4e94d4b12ce42d4621e77b282/pdf/GOVPUB-C13-603587f4e94d4b12ce42d4621e77b282.pdf,
001116166,110523s1941\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773848, 0241 (online), C 13.29:70, Asphalt-prepared roll roofings and shingles / , Building materials and structures report ; 70 , https://purl.fdlp.gov/GPO/gpo98128 https://www.govinfo.gov/content/pkg/GOVPUB-C13-58a4d9017eaba461306e30416c8bb4cf/pdf/GOVPUB-C13-58a4d9017eaba461306e30416c8bb4cf.pdf,
001116167,110523s1955\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773879, 0241 (online), C 13.29:144, Sound insulation of wall and floor constructions / , Building materials and structures report ; 144 , https://purl.fdlp.gov/GPO/gpo102296 https://www.govinfo.gov/content/pkg/GOVPUB-C13-ba6463f3e57c48f63cbb93037927886e/pdf/GOVPUB-C13-ba6463f3e57c48f63cbb93037927886e.pdf,
001116168,110523s1959\\\\dcuab\\\obt\\f000\0\eng\d, (OCoLC)726773884, 0241 (online), C 13.29:152, Wind pressures in various areas of the United States / , Building materials and structures report ; 152 , https://purl.fdlp.gov/GPO/gpo100897 https://www.govinfo.gov/content/pkg/GOVPUB-C13-96985edc22caa9ba7e9d0b744379bd9c/pdf/GOVPUB-C13-96985edc22caa9ba7e9d0b744379bd9c.pdf,
001116169,110523s1941\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773936, 0241 (online), C 13.29:73, Indentation characteristics of floor coverings / , Building materials and structures report ; 73 , https://purl.fdlp.gov/GPO/gpo94782 https://www.govinfo.gov/content/pkg/GOVPUB-C13-09b13dc186064de544af756fa4b6bd41/pdf/GOVPUB-C13-09b13dc186064de544af756fa4b6bd41.pdf,
001116170,110523e19540823dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773956, 0241 (online), C 13.29:141, Fire endurance of open-web steel-joist floors with concrete slabs and gypsum ceilings / , Building materials and structures report ; 141 , https://purl.fdlp.gov/GPO/gpo95042 https://www.govinfo.gov/content/pkg/GOVPUB-C13-0f810889caffe5f6e6cf910065a569e7/pdf/GOVPUB-C13-0f810889caffe5f6e6cf910065a569e7.pdf,
001116171,110523s1959\\\\dcu\\\\\ob\\\f001\0\eng\d, (OCoLC)726773962, 0241 (online), C 13.29:140, Selected bibliography on building construction and maintenance / , Building materials and structures report ; 140 , https://purl.fdlp.gov/GPO/gpo95366 https://www.govinfo.gov/content/pkg/GOVPUB-C13-1a466cd8a9bf1d182bb03e56e64f352e/pdf/GOVPUB-C13-1a466cd8a9bf1d182bb03e56e64f352e.pdf,
001116172,110523s1950\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773963, 0241 (online), C 13.29:119, Wet venting of plumbing fixtures / , Building materials and structures report ; 119 , https://purl.fdlp.gov/GPO/gpo103838 https://www.govinfo.gov/content/pkg/GOVPUB-C13-da623e8f92826d091f422c0cfa2d0fbe/pdf/GOVPUB-C13-da623e8f92826d091f422c0cfa2d0fbe.pdf,
001116173,110523s1940\\\\dcu\\\\\ot\\\f000\0\eng\d, (OCoLC)726773969, 0241 (online), C 13.29:50, Stability of fiber building boards as determined by accelerated aging / , Building materials and structures report ; 50 , https://purl.fdlp.gov/GPO/gpo100830 https://www.govinfo.gov/content/pkg/GOVPUB-C13-953e9c98a387b6ba61adb3109358d79b/pdf/GOVPUB-C13-953e9c98a387b6ba61adb3109358d79b.pdf,
001116174,110523s1953\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773970, 0241 (online), C 13.29:139, Studies of stone-setting mortars / , Building materials and structures report ; 139 , https://purl.fdlp.gov/GPO/gpo101824 https://www.govinfo.gov/content/pkg/GOVPUB-C13-aeba98cca33e504c2a75eb3217f936a7/pdf/GOVPUB-C13-aeba98cca33e504c2a75eb3217f936a7.pdf,
001116175,110523s1941\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773976, 0241 (online), C 13.29:77, Properties and performance of fiber tile boards / , Building materials and structures report ; 77 , https://purl.fdlp.gov/GPO/gpo101673 https://www.govinfo.gov/content/pkg/GOVPUB-C13-aadbf6e044fbde314b29ea938a731d69/pdf/GOVPUB-C13-aadbf6e044fbde314b29ea938a731d69.pdf,
001116176,110523s1939\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773978, 0241 (online), C 13.29:19, Preparation and revision of building codes / , Building materials and structures report ; 19 , https://purl.fdlp.gov/GPO/gpo98579 https://www.govinfo.gov/content/pkg/GOVPUB-C13-603cf041fa1bbb01bbdd1fd115a8fc36/pdf/GOVPUB-C13-603cf041fa1bbb01bbdd1fd115a8fc36.pdf,
001116177,110523e19391009dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726773979, 0241 (online), C 13.29:26," Structural properties of ""Nelson pre-cast concrete foundation"" wall construction / ", Building materials and structures report ; 26 , https://purl.fdlp.gov/GPO/gpo98176 https://www.govinfo.gov/content/pkg/GOVPUB-C13-490b1121709d68b5616a6bab40e3aec7/pdf/GOVPUB-C13-490b1121709d68b5616a6bab40e3aec7.pdf,
001116178,110523s1947\\\\dcu\\\\\os\\\\001\0\eng\d, (OCoLC)726773980, 0241 (online), C 13.29:107, Building Code requirements for new dwelling construction :  recommended by the National Housing Agency and prepared in consultation with the National Bureau of Standards /, Building materials and structures report ; 107 , https://purl.fdlp.gov/GPO/gpo98275 https://www.govinfo.gov/content/pkg/GOVPUB-C13-563f6353cee1ac7d0c520466df3d3a9a/pdf/GOVPUB-C13-563f6353cee1ac7d0c520466df3d3a9a.pdf,
001116179,110523s1953\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773981, 0241 (online), C 13.29:136, Properties of cavity walls / , Building materials and structures report ; 136 , https://purl.fdlp.gov/GPO/gpo100966 https://www.govinfo.gov/content/pkg/GOVPUB-C13-988c26f790bd4740b51659b6d24dd9a4/pdf/GOVPUB-C13-988c26f790bd4740b51659b6d24dd9a4.pdf,
001116180,110523s1939\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726773984, 0241 (online), C 13.29:18," Structural properties of ""Pre-Fab"" constructions for walls, partitions, and floors sponsored by the Harnischfeger Corporation / ", Building materials and structures report ; 18 , https://purl.fdlp.gov/GPO/gpo104064 https://www.govinfo.gov/content/pkg/GOVPUB-C13-deca2e1ebd670c41c6f96a253a28d566/pdf/GOVPUB-C13-deca2e1ebd670c41c6f96a253a28d566.pdf,
001116181,110523s1951\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773986, 0241 (online), C 13.29:120, Fire resistance of walls of gravel-aggregate concrete masonry units / , Building materials and structures report ; 120 , https://purl.fdlp.gov/GPO/gpo96410 https://www.govinfo.gov/content/pkg/GOVPUB-C13-2e4ec5d1d7161cf03003ab0009057f1c/pdf/GOVPUB-C13-2e4ec5d1d7161cf03003ab0009057f1c.pdf,
001116182,110523s1940\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726773994, 0241 (online), C 13.29:46," Structural properties of ""Scot-Bilt"" prefabricated sheet-steel constructions for walls, floors, and roofs sponsored by the Globe-Wernicke Co / ", Building materials and structures report ; 46 , https://purl.fdlp.gov/GPO/gpo101700 https://www.govinfo.gov/content/pkg/GOVPUB-C13-ab829baa61c0c3366e8752fbae4083ce/pdf/GOVPUB-C13-ab829baa61c0c3366e8752fbae4083ce.pdf,
001116183,110523s1939\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726773995, 0241 (online), C 13.29:28, Backflow prevention in over-rim water supplies / , Building materials and structures report ; 28 , https://purl.fdlp.gov/GPO/gpo96037 https://www.govinfo.gov/content/pkg/GOVPUB-C13-25d093edd34dd0209d0e7b9ef328a937/pdf/GOVPUB-C13-25d093edd34dd0209d0e7b9ef328a937.pdf,
001116184,110523s1940\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726795414, 0241 (online), C 13.29:57, Roofing in the United States :  results of a questionnaire /, Building materials and structures report ; 57 , https://purl.fdlp.gov/GPO/gpo100314 https://www.govinfo.gov/content/pkg/GOVPUB-C13-8810c079d846aca429c3dc47e5d2c8c3/pdf/GOVPUB-C13-8810c079d846aca429c3dc47e5d2c8c3.pdf,
001116185,110523s1939\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726795418, 0241 (online), C 13.29:15," Structural properties of ""Wheeling long-span steel floor"" construction sponsored by the Wheeling Corrugating Company / ", Building materials and structures report ; 15 , https://purl.fdlp.gov/GPO/gpo96641 https://www.govinfo.gov/content/pkg/GOVPUB-C13-3665f40855cab822f85c574e594fac63/pdf/GOVPUB-C13-3665f40855cab822f85c574e594fac63.pdf,
001116186,110523s1940\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726795419, 0241 (online), C 13.29:58, Strength of soft-soldered joints in copper tubing / , Building materials and structures report ; 58 , https://purl.fdlp.gov/GPO/gpo99842 https://www.govinfo.gov/content/pkg/GOVPUB-C13-80d29a7551da263ff23befea86554206/pdf/GOVPUB-C13-80d29a7551da263ff23befea86554206.pdf,
001116187,110523s1939\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726795425, 0241 (online), C 13.29:14, Indentation and recovery of low-cost floor coverings / , Building materials and structures report ; 14 , https://purl.fdlp.gov/GPO/gpo99136 https://www.govinfo.gov/content/pkg/GOVPUB-C13-6ef9f0f7823c0bdf2a68e20b96be1bb8/pdf/GOVPUB-C13-6ef9f0f7823c0bdf2a68e20b96be1bb8.pdf,
001116188,110523s1940\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726795426, 0241 (online), C 13.29:59, Properties of adhesives for floor coverings / , Building materials and structures report ; 59 , https://purl.fdlp.gov/GPO/gpo105104 https://www.govinfo.gov/content/pkg/GOVPUB-C13-f81868debb0889e2bd495b02bde271e3/pdf/GOVPUB-C13-f81868debb0889e2bd495b02bde271e3.pdf,
001116189,110523s1939\\\\dcu\\\\\obt\\f000\0\eng\d, (OCoLC)726795430, 0241 (online), C 13.29:13, Properties of some fiber building boards of current manufacture / , Building materials and structures report ; 13 , https://purl.fdlp.gov/GPO/gpo94478 https://www.govinfo.gov/content/pkg/GOVPUB-C13-03ae62d89eeec87af64e7607d9289679/pdf/GOVPUB-C13-03ae62d89eeec87af64e7607d9289679.pdf,
001116190,110523s1940\\\\dcu\\\\\obt\\f000\0\eng\d, (OCoLC)726795431, 0241 (online), C 13.29:60," Strength, absorption, and resistance to laboratory freezing and thawing of building bricks produced in the United States / ", Building materials and structures report ; 60 , https://purl.fdlp.gov/GPO/gpo99628 https://www.govinfo.gov/content/pkg/GOVPUB-C13-7ae081ac299d76aaba57884bb6eba771/pdf/GOVPUB-C13-7ae081ac299d76aaba57884bb6eba771.pdf,
001116191,110523s1939\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726795437, 0241 (online), C 13.29:12," Structural properties of ""Steelox"" constructions for walls, partitions, floors, and roofs sponsored by Steel Buildings, Inc / ", Building materials and structures report ; 12 , https://purl.fdlp.gov/GPO/gpo102821 https://www.govinfo.gov/content/pkg/GOVPUB-C13-c6a33ba2ce3d78a456f86a36d1aa6ae1/pdf/GOVPUB-C13-c6a33ba2ce3d78a456f86a36d1aa6ae1.pdf,
001116192,110523s1938\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726795581, 0241 (online), C 13.29:6, Survey of roofing materials in the Southeastern States / , Building materials and structures report ; 6 , https://purl.fdlp.gov/GPO/gpo103668 https://www.govinfo.gov/content/pkg/GOVPUB-C13-af3df147f1253999868a39ada7f90d91/pdf/GOVPUB-C13-af3df147f1253999868a39ada7f90d91.pdf,
001116193,110523s1938\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726798597, 0241 (online), C 13.29:4, Accelerated aging of fiber building boards / , Building materials and structures report ; 4 , https://purl.fdlp.gov/GPO/gpo99016 https://www.govinfo.gov/content/pkg/GOVPUB-C13-6bcbe93f30dbd8bc345d955efd99d02d/pdf/GOVPUB-C13-6bcbe93f30dbd8bc345d955efd99d02d.pdf,
001116194,110523s1940\\\\dcua\\\\obt\\\000\0\eng\d, (OCoLC)726799809, 0241 (online), C 13.29:65, Methods of estimating loads in plumbing systems / , Building materials and structures report ; 65 , https://purl.fdlp.gov/GPO/gpo101282 https://www.govinfo.gov/content/pkg/GOVPUB-C13-a13c5a2020dd0a7b1df8b91b165745ca/pdf/GOVPUB-C13-a13c5a2020dd0a7b1df8b91b165745ca.pdf,
001116195,110523s1940\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726799915, 0241 (online), C 13.29:51," Structural properties of ""Tilecrete type A"" floor construction sponsored by the Tilecrete Co / ", Building materials and structures report ; 51 , https://purl.fdlp.gov/GPO/gpo99793 https://www.govinfo.gov/content/pkg/GOVPUB-C13-7f5be2daa77b6ee79088fa9ab5c511fe/pdf/GOVPUB-C13-7f5be2daa77b6ee79088fa9ab5c511fe.pdf,
001116196,110523s1940\\\\dcua\\\\ob\\\f000\0\eng\d, (OCoLC)726799922, 0241 (online), C 13.29:52, Effect of ceiling insulation upon summer comfort / , Building materials and structures report ; 52 , https://purl.fdlp.gov/GPO/gpo94988 https://www.govinfo.gov/content/pkg/GOVPUB-C13-10d751ffb3a72920900f442a75c570b4/pdf/GOVPUB-C13-10d751ffb3a72920900f442a75c570b4.pdf,
001116197,110523s1939\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726799932, 0241 (online), C 13.29:20," Structural properties of ""Twachtman"" constructions for walls and floors sponsored by Connecticut Pre-Cast Buildings Corporation / ", Building materials and structures report ; 20 , https://purl.fdlp.gov/GPO/gpo97822 https://www.govinfo.gov/content/pkg/GOVPUB-C13-50521911e0784c1df6b6910ac9fc22db/pdf/GOVPUB-C13-50521911e0784c1df6b6910ac9fc22db.pdf,
001116198,110523s1940\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726799973, 0241 (online), C 13.29:54, Effect of soot on the rating of an oil-fired heating boiler / , Building materials and structures report ; 54 , https://purl.fdlp.gov/GPO/gpo96540 https://www.govinfo.gov/content/pkg/GOVPUB-C13-3344b10e8499962a2c6b515bcde8ed1b/pdf/GOVPUB-C13-3344b10e8499962a2c6b515bcde8ed1b.pdf,
001116199,110523s1940\\\\dcu\\\\\obt\\f000\0\eng\d, (OCoLC)726799979, 0241 (online), C 13.29:55, Effects of wetting and drying on the permeability of masonry walls / , Building materials and structures report ; 55 , https://purl.fdlp.gov/GPO/gpo96177 https://www.govinfo.gov/content/pkg/GOVPUB-C13-2be42b7b6239818e2a20496f009e69f7/pdf/GOVPUB-C13-2be42b7b6239818e2a20496f009e69f7.pdf,
001116200,110523s1940\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726799984, 0241 (online), C 13.29:56, A survey of humidities in residences / , Building materials and structures report ; 56 , https://purl.fdlp.gov/GPO/gpo94899 https://www.govinfo.gov/content/pkg/GOVPUB-C13-0ca564419cc780d083f691f3dacc0086/pdf/GOVPUB-C13-0ca564419cc780d083f691f3dacc0086.pdf,
001116201,110523s1945\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726799986, 0241 (online), C 13.29:103, Measurements of heat losses from slab floors / , Building materials and structures report ; 103 , https://purl.fdlp.gov/GPO/gpo100078 https://www.govinfo.gov/content/pkg/GOVPUB-C13-7bcd70613c559a7a53792a5afe9f8014/pdf/GOVPUB-C13-7bcd70613c559a7a53792a5afe9f8014.pdf,
001116202,110523s1942\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726799988, 0241 (online), C 13.29:82, Water permeability of walls built of masonry units / , Building materials and structures report ; 82 , https://purl.fdlp.gov/GPO/gpo100749 https://www.govinfo.gov/content/pkg/GOVPUB-C13-93483ecc3eb89d9e9b006efa82eac923/pdf/GOVPUB-C13-93483ecc3eb89d9e9b006efa82eac923.pdf,
001116203,110523s1943\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726799994, 0241 (online), C 13.29:101, Strength and resistance to corrosion of ties for cavity walls / , Building materials and structures report ; 101 , https://purl.fdlp.gov/GPO/gpo97347 https://www.govinfo.gov/content/pkg/GOVPUB-C13-3bebb6fcc3e0a3dfbb32667224c79a8e/pdf/GOVPUB-C13-3bebb6fcc3e0a3dfbb32667224c79a8e.pdf,
001116204,110523s1941\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726799995, 0241 (online), C 13.29:67," Structural properties of ""Mu-Steel"" prefabricated sheet-steel constructions for walls, partitions, floors, and roofs sponsored by Herman A. Mugler / ", Building materials and structures report ; 67 , https://purl.fdlp.gov/GPO/gpo101236 https://www.govinfo.gov/content/pkg/GOVPUB-C13-a03c554cbcd0dfac537d26aade152c69/pdf/GOVPUB-C13-a03c554cbcd0dfac537d26aade152c69.pdf,
001116205,110523s1956\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726799996, 0241 (online), C 13.29:147, Effects of mineral additives on the durability of coating-grade roofing asphalts / , Building materials and structures report ; 147 , https://purl.fdlp.gov/GPO/gpo95104 https://www.govinfo.gov/content/pkg/GOVPUB-C13-11ab07f723ee1b6d11b9a8238a32d43c/pdf/GOVPUB-C13-11ab07f723ee1b6d11b9a8238a32d43c.pdf,
001116206,110523s1951\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726799998, 0241 (online), C 13.29:126, Self-siphonage of fixture traps / , Building materials and structures report ; 126 , https://purl.fdlp.gov/GPO/gpo104755 https://www.govinfo.gov/content/pkg/GOVPUB-C13-ef365ad3548de1e9c71f2e72c766bad0/pdf/GOVPUB-C13-ef365ad3548de1e9c71f2e72c766bad0.pdf,
001116207,110523s1956\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800004, 0241 (online), C 13.29:146, Plasticity and water retentivity of hydrated limes for structural purposes / , Building materials and structures report ; 146 , https://purl.fdlp.gov/GPO/gpo97413 https://www.govinfo.gov/content/pkg/GOVPUB-C13-40f5fb6c5fc5624157a04ce951c6c6e9/pdf/GOVPUB-C13-40f5fb6c5fc5624157a04ce951c6c6e9.pdf,
001116208,110523s1956\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800007, 0241 (online), C 13.29:145, Fire effects and fire control in nitrocellulose photographic-film storage / , Building materials and structures report ; 145 , https://purl.fdlp.gov/GPO/gpo97345 https://www.govinfo.gov/content/pkg/GOVPUB-C13-3bd8f171acd7259f99f08f441194981b/pdf/GOVPUB-C13-3bd8f171acd7259f99f08f441194981b.pdf,
001116209,110523s1943\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800013, 0241 (online), C 13.29:98, Physical properties of terrazzo aggregates / , Building materials and structures report ; 98 , https://purl.fdlp.gov/GPO/gpo98285 https://www.govinfo.gov/content/pkg/GOVPUB-C13-57935973d5a770fd9b733c5a8a0dab98/pdf/GOVPUB-C13-57935973d5a770fd9b733c5a8a0dab98.pdf,
001116210,110523s1952\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800015, 0241 (online), C 13.29:130, Methods and equipment for testing printed-enamel felt-base floor covering / , Building materials and structures report ; 130 , https://purl.fdlp.gov/GPO/gpo101201 https://www.govinfo.gov/content/pkg/GOVPUB-C13-9f9de69736945ad6c9c3841c7a8ade26/pdf/GOVPUB-C13-9f9de69736945ad6c9c3841c7a8ade26.pdf,
001116211,110523s1957\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800016, 0241 (online), C 13.29:151, Thermal resistance of airspaces and fibrous insulations bounded by reflective surfaces / , Building materials and structures report ; 151 , https://purl.fdlp.gov/GPO/gpo104923 https://www.govinfo.gov/content/pkg/GOVPUB-C13-f35c2c46e592a7df4e0d9d85ffacc74a/pdf/GOVPUB-C13-f35c2c46e592a7df4e0d9d85ffacc74a.pdf,
001116212,110523s1939\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800022, 0241 (online), C 13.29:35, Stability of sheathing papers as determined by accelerated aging / , Building materials and structures report ; 35 , https://purl.fdlp.gov/GPO/gpo98933 https://www.govinfo.gov/content/pkg/GOVPUB-C13-6984ed0b012edb0346961e85e44b262a/pdf/GOVPUB-C13-6984ed0b012edb0346961e85e44b262a.pdf,
001116213,110523s1943\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800023, 0241 (online), C 13.29:97, Experimental dry-wall construction with fiber insulating board / , Building materials and structures report ; 97 , https://purl.fdlp.gov/GPO/gpo104877 https://www.govinfo.gov/content/pkg/GOVPUB-C13-f236f1e562648fd085fadf286b4c1459/pdf/GOVPUB-C13-f236f1e562648fd085fadf286b4c1459.pdf,
001116214,110523s1941\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800024, 0241 (online), C 13.29:71, Fire tests of wood- and metal-framed partitions / , Building materials and structures report ; 71 , https://purl.fdlp.gov/GPO/gpo100911 https://www.govinfo.gov/content/pkg/GOVPUB-C13-96ee4864980d6079913ca8cf45d318d4/pdf/GOVPUB-C13-96ee4864980d6079913ca8cf45d318d4.pdf,
001116215,110523s1952\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800025, 0241 (online), C 13.29:132, Capacities of plumbing stacks in buildings / , Building materials and structures report ; 132 , https://purl.fdlp.gov/GPO/gpo95811 https://www.govinfo.gov/content/pkg/GOVPUB-C13-224d8187dfceb1f2eea1f9f1d0e00805/pdf/GOVPUB-C13-224d8187dfceb1f2eea1f9f1d0e00805.pdf,
