MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Bibliographic_Level/Illustrations/Publication status	PLANTS database	000447173	33105290	38007716; 1098397875; 1289565969; 1289584237; 1295192198; 1303020479; 1311310326	A			Department of Agriculture			A 57.80:			0121-G-06 (online)			200u	https://purl.fdlp.gov/GPO/LPS40370			https://plants.usda.gov/home		
Bibliographic_Level/Illustrations/Publication status	Geographic Names Information System (GNIS)	000460508	35152405	39639068; 71832899; 74335183	I			Department of the Interior			I 19.16/2:			0621-J (online)			1995	https://purl.fdlp.gov/GPO/LPS1507	https://purl.fdlp.gov/GPO/gpo52537		http://geonames.usgs.gov/pls/gnispublic/	http://geonames.usgs.gov/apex/f?p=gnispq:1:::NO:1:P1_SHOW_ANTAR,P1_SHOW_ADV,P1_SHOW_FIPS55:Y,,	
Bibliographic_Level/Illustrations/Publication status	Plant Variety Protection Office scanned certificates	000477138	37789862		A			Department of Agriculture			A 88.52/2:			0024-B-12 (online)	0024- B-41 (online)		1997?]-	https://purl.fdlp.gov/GPO/LPS400			http://apps.ams.usda.gov/CMS/		
Bibliographic_Level/Illustrations/Publication status	NCJRS abstracts database	000487949	39266166	40254594; 78244707	J			Department of Justice			J 28.31/2:			0718-D (online)			1998	https://purl.fdlp.gov/GPO/LPS523			https://www.ncjrs.gov/App/AbstractDB/AbstractDBSearch.aspx		
Bibliographic_Level/Illustrations/Publication status	Major shippers report archive	000490899	39661242		C			Department of Commerce			C 61.53:			0231-B-41 (online)			1996]-	https://purl.fdlp.gov/GPO/LPS711					
Bibliographic_Level/Illustrations/Publication status	Biographical directory of the United States Congress	000496841	40411130	40467835; 51113853; 995270167; 1001348278; 1039009345; 1047695168; 1060920455; 1067004478; 1079386811; 1154566125; 1195706924; 1198446763	Y			Congress			Y 1.7:			1006-C (online)			1998]-	https://purl.fdlp.gov/GPO/LPS21383			http://bioguide.congress.gov/		
Bibliographic_Level/Illustrations/Publication status	Congressional bills	000501532	40946176	32287663; 35305564; 48788369; 1130604518; 1195706412; 1198445574	Y			Congress			Y 1.6:			1006-B (online)			1993]-	https://purl.fdlp.gov/GPO/LPS3503	https://purl.fdlp.gov/GPO/LPS29362		http://www.gpoaccess.gov/bills/index.html		
Bibliographic_Level/Illustrations/Publication status	Excluded parties list system	000503268	41174982		GS			General Services Administration			GS 1.28:			0559-F (online)			19uu	https://purl.fdlp.gov/GPO/LPS49844					
Bibliographic_Level/Illustrations/Publication status	ToxFAQs: information about contaminants found at hazardous waste sites.	000513071	42666740	44276344	HE	HE		Department of Health and Human Services	Department of Health and Human Services		HE 20.502:2004010114	HE 20.520/3:		0504-R-01 (online)	0504-R-09 (online)		1998	https://purl.fdlp.gov/GPO/LPS42857			http://www.atsdr.cdc.gov/toxfaqs/index.asp		
Bibliographic_Level/Illustrations/Publication status	Transportation Research Information Services (TRIS)	000517023	43326779	43336464; 44209760; 44279494; 44394989; 1053099493	TD			Department of Transportation			TD 7.2:T 67/2/			0982-H-02 (online)			1999?]-	https://purl.fdlp.gov/GPO/LPS17946			http://www.fta.dot.gov/assistance/resources/research_5644.html		
Bibliographic_Level/Illustrations/Publication status	Disclosure reports	000520535	43888547	1060528077; 1067193201; 1130603758; 1130608701	FR	Y	Y	Federal Reserve System Board of Governors	Congress	Congress	FR 1.63/55:	Y 3.F 49:18/INTERNET	Y 3.F 49:18/	0443-E-55 (online)	1061-J-07 (online)		1999]-	https://purl.fdlp.gov/GPO/gpo138656	https://purl.fdlp.gov/GPO/LPS4316		https://ffiec.cfpb.gov/data-publication/disclosure-reports/2018		
Bibliographic_Level/Illustrations/Publication status	Classification resources	000525035	44792043	1031629592; 1031807389	C			Department of Commerce			C 21.3/2:			0252-A (online)			1999?]-	https://purl.fdlp.gov/GPO/LPS5132					
Bibliographic_Level/Illustrations/Publication status	Catalog of U.S. government publications	000525895	45008224	43973836; 46314750; 48853290; 428007563; 704527737; 742148463; 811205052; 830854581; 904421503; 959274930; 1003819476; 1039181686; 1098625865; 1114441604; 1119597777	GP			Government Publishing Office			GP 3.8/8-9:			0557-F (online)			1994-	https://purl.fdlp.gov/GPO/LPS844			http://catalog.gpo.gov/F		
Bibliographic_Level/Illustrations/Publication status	USA trade online	000529450	45673827	83891650	C			Department of Commerce			C 1.88/4:			0128-L-02 (online)			2000?]-	https://purl.fdlp.gov/GPO/LPS28231			https://usatrade.census.gov/		
Bibliographic_Level/Illustrations/Publication status	State basin outlook reports	000538157	48239200	44276269	A			Department of Agriculture			A 57.46/20:			0102-B-54 (online)			199u	https://purl.fdlp.gov/GPO/LPS1646			http://www.wcc.nrcs.usda.gov/cgibin/bor.pl		
Bibliographic_Level/Illustrations/Publication status	MedlinePlus: trusted health information for you.	000540865	49012038	41830356; 43609260; 44203640; 44286658; 45149800; 48958868; 48981326; 57002091; 1002388182; 1091748157	HE			Department of Health and Human Services			HE 20.3629:			0508-D-04 (online)			1998-	https://purl.fdlp.gov/GPO/LPS34458					
Bibliographic_Level/Illustrations/Publication status	Geographic locator codes	000541227	49209305		GS			General Services Administration			GS 1.34:			0559-E-04 (online)			2002	https://purl.fdlp.gov/GPO/LPS49762					
Bibliographic_Level/Illustrations/Publication status	National drug code directory	000542701	49611521	904438372; 1053023345; 1060550296; 1130603376; 1195707193; 1198446007	HE			Department of Health and Human Services			HE 20.4012:			0475-N (online)			2001	https://purl.fdlp.gov/GPO/LPS18706			http://www.fda.gov/cder/ndc/database/default.htm		
Bibliographic_Level/Illustrations/Publication status	Cost estimates of foodborne illness	000552792	56482705	52506963	A			Department of Agriculture			A 93.68/2:			0042-T-21 (online)			2003?]-	https://purl.fdlp.gov/GPO/gpo127168	https://purl.fdlp.gov/GPO/LPS50376		https://www.ers.usda.gov/data-products/cost-estimates-of-foodborne-illnesses.aspx		
Bibliographic_Level/Illustrations/Publication status	Fixed assets accounts tables	000556465	53344201		C			Department of Commerce			C 59.28/2:			0130-U-06 (online)			uuuu	https://purl.fdlp.gov/GPO/LPS39424					
Bibliographic_Level/Illustrations/Publication status	Food availability (per capita) data system	000556934	53464048		A			Department of Agriculture			A 93.64:			0042-T-12 (online)			2001]-	https://purl.fdlp.gov/GPO/LPS35828					
Bibliographic_Level/Illustrations/Publication status	Integrated postsecondary education data system	000560199	54810920		ED			Department of Education			ED 1.334/4-2:			0455-N-11 (online)			1997	https://purl.fdlp.gov/GPO/LPS46097			https://nces.ed.gov/ipeds/		
Bibliographic_Level/Illustrations/Publication status	USFA publications	000561435	55140150	1011872170; 1039444850; 1060561145; 1067014393; 1098382294	HS			Department of Homeland Security			HS 5.209/2-2:			0520-F-05 (online)			201u	https://purl.fdlp.gov/GPO/LPS48840			https://apps.usfa.fema.gov/publications/		
Bibliographic_Level/Illustrations/Publication status	General Land Office records	000562872	56113842	56535155	I			Department of the Interior			I 53.57/2:			0600-D-05 (online)			199u	https://purl.fdlp.gov/GPO/LPS47141			http://www.glorecords.blm.gov/		
Bibliographic_Level/Illustrations/Publication status	Directory of organizations	000566438	39318616		HE			Department of Health and Human Services			HE 20.3660/2:			0507-D-18 (online)			1998	https://purl.fdlp.gov/GPO/LPS808					
Bibliographic_Level/Illustrations/Publication status	Federal depository library directory	000566752	41294653		GP			Government Publishing Office			GP 3.36/2-2:			0556-C (online)	0552-D (online)	0552-D-03 (online)	1999	https://purl.fdlp.gov/GPO/LPS2562					
Bibliographic_Level/Illustrations/Publication status	Orange book: approved drug products with therapeutic equivalence evaluations.	000567164	44205854		HE			Department of Health and Human Services			HE 20.4715:			0499-K-03 (online)			200u	https://purl.fdlp.gov/GPO/LPS1445			https://www.accessdata.fda.gov/scripts/cder/ob/		
Bibliographic_Level/Illustrations/Publication status	Fossil energy R&D project data base	000567426	47770562		E			Department of Energy			E 1.90/9:			0474-B-14 (online)			<2001?->	https://purl.fdlp.gov/GPO/LPS13964			http://www.fe.doe.gov/fred/feprograms.jsp?prog=Clean+Coal+Power+Initiative		
Bibliographic_Level/Illustrations/Publication status	PubMed	000572006	49806533	36999712; 44323996; 44369419; 47756659; 48980856; 52454094; 78615322; 123458941; 152673403; 155865512; 156941011; 858616672; 969364795; 979692353; 980202979; 1011931639; 1038967125; 1060530398; 1091764102; 1098364939; 1130690694; 1130693308	HE			Department of Health and Human Services			HE 20.3627:			0508-F-04 (online)			1996]-	https://purl.fdlp.gov/GPO/LPS4708			https://pubmed.ncbi.nlm.nih.gov/		
Bibliographic_Level/Illustrations/Publication status	Advanced cruise ship inspection search	000572182	52189573		HE			Department of Health and Human Services			HE 20.7511/2:			0494-L-12 (online)			200u	https://purl.fdlp.gov/GPO/LPS56077	https://purl.fdlp.gov/GPO/LPS117330				
Bibliographic_Level/Illustrations/Publication status	ERIC: [Education Resources Information Center].	000573142	56605706	35305534; 36476723; 36860868; 38124321; 38933985; 39645813; 42947627; 44094405; 44375086; 44376720; 44586328; 54478568; 56347485; 57487743; 59211606; 60347578; 70221407; 74490907; 80833246; 82489830; 83561920; 146281333; 150559275; 156897930; 156919205; 174075102; 181783871; 222790342; 232608340; 316112246; 320981717; 367545910; 427505091; 432419870; 439226095; 609254819; 614951132; 639874973; 653085075; 712216986; 773665426; 781470896; 793852319; 855299787; 857234757; 858338469; 858339378; 890594431; 890898717; 995191837; 1000116151; 1200091140	ED			Department of Education			ED 1.615:			0455-R-02 (online)			2004-	https://purl.fdlp.gov/GPO/LPS54302					
Bibliographic_Level/Illustrations/Publication status	USCAVC opinion and decision search site / United States Court of Appeals for Veterans Claims	000575003	57311097		JU			Judiciary			JU 15.15:			0742-D-01 (online)			2007-	https://purl.fdlp.gov/GPO/LPS56468			http://www.uscourts.cavc.gov/research_court_cases/DecisionsOpinions.cfm		
Bibliographic_Level/Illustrations/Publication status	Wetlands mapper	000579448	61314977		I			Department of the Interior			I 49.6/7-54:			0611-W-54 (online)			2004]-	https://purl.fdlp.gov/GPO/LPS62889			http://www.fws.gov/wetlands/Data/Mapper.html		
Bibliographic_Level/Illustrations/Publication status	USGS publications warehouse	000582572	54785237	64054849; 439666674	I			Department of the Interior			I 19.14/8:			0621-J-05 (online)			uuuu	https://purl.fdlp.gov/GPO/LPS65308			http://pubs.er.usgs.gov/		
Bibliographic_Level/Illustrations/Publication status	TED: the economics daily.	000587680	979894352	980024412; 1011931395; 1013241534; 1059780452; 1098399060; 1128113223; 1130601493; 1204370023; 1222810369; 1222823709; 1222824835; 1222830355; 1222836650; 1222842591; 1222844163; 1222845693; 1222846066; 1222850931; 1222851984; 1222852525; 1222854325; 1222854495; 1222854873; 1222858306; 1225936291	L			Department of Labor			L 2.2:EC 7/8/			0770-A-02 (online)			1998]-	https://purl.fdlp.gov/GPO/LPS68596			https://www.bls.gov/opub/ted/home.htm		
Bibliographic_Level/Illustrations/Publication status	GRIN-global taxonomy for plants	000593706	72477380	1098818518; 1099065016	A			Department of Agriculture			A 77.41:			0026-A-13 (online)			199u	https://purl.fdlp.gov/GPO/LPS74374			https://npgsweb.ars-grin.gov/gringlobal/taxon/taxonomyquery.aspx		
Bibliographic_Level/Illustrations/Publication status	Argument transcripts	000593707	72481046		JU			Judiciary			JU 6.14:			0738-A-01 (online)			200u	https://purl.fdlp.gov/GPO/LPS74375			http://www.supremecourt.gov/oral_arguments/argument_transcripts.aspx		
Bibliographic_Level/Illustrations/Publication status	Population estimates	000595527	53008920		C			Department of Commerce			C 3.186/38-2:			0142-C-34 (online)			19uu	https://purl.fdlp.gov/GPO/LPS76088			http://www.census.gov/popest/		
Bibliographic_Level/Illustrations/Publication status	Mineral Resources On-Line Spatial Data	000596255	77489608		I			Department of the Interior			I 19.8/2:			0621-A-01 (online)			2006-	https://purl.fdlp.gov/GPO/LPS67846					
Bibliographic_Level/Illustrations/Publication status	MARC code list for organizations	000597693	49842933		LC			Library of Congress			LC 30.32:			0815-L (online)			2000?]-	https://purl.fdlp.gov/GPO/LPS78341					
Bibliographic_Level/Illustrations/Publication status	Studentjobs.gov	000598767	86087043	52186294	PM			Personnel Management Office			PM 1.66/2:			0295-D-05 (online)			2001	https://purl.fdlp.gov/GPO/LPS77044			http://studentjobs.gov/		
Bibliographic_Level/Illustrations/Publication status	Electronic preventive services selector: ePSS for PDA.	000600610	127373294		HE			Department of Health and Human Services			HE 20.6520/5-3:			0491-B-39 (online)			2006	https://purl.fdlp.gov/GPO/LPS81492					
Bibliographic_Level/Illustrations/Publication status	National guideline clearinghouse	000600727	41359670	44375997; 44376052; 50339699	HE			Department of Health and Human Services			HE 20.6520/6:			0491-B-40 (online)			1998	https://purl.fdlp.gov/GPO/LPS81517	http://www.guideline.gov				
Bibliographic_Level/Illustrations/Publication status	EarthExplorer	000601732	54767123		I			Department of the Interior			I 19.2:EA 7/29			0621 (online)			19uu	https://purl.fdlp.gov/GPO/LPS82497			http://earthexplorer.usgs.gov/		
Bibliographic_Level/Illustrations/Publication status	Feed grains database	000604100	55895881		A			Department of Agriculture			A 93.11/2-4:			0021-E-02 (online)			19uu	https://purl.fdlp.gov/GPO/LPS50353			http://www.ers.usda.gov/data-products/feed-grains-database.aspx		
Bibliographic_Level/Illustrations/Publication status	College navigator	000606073	173315210		ED			Department of Education			ED 1.350:			0461-D-34 (online)			200u	https://purl.fdlp.gov/GPO/LPS86766					
Bibliographic_Level/Illustrations/Publication status	Envirofacts data warehouse	000606461	40351548		EP			Environmental Protection Agency			EP 1.137:			0431-J-45 (online)			199u	https://purl.fdlp.gov/GPO/LPS87253					
Bibliographic_Level/Illustrations/Publication status	National Vulnerability Database: automating vulnerability management security measurement and compliance checking.	000608239	182721306		C			Department of Commerce			C 13.89:			0244-H (online)			19uu	https://purl.fdlp.gov/GPO/LPS88380					
Bibliographic_Level/Illustrations/Publication status	OSHA occupational chemical database	000609942	191684693		L			Department of Labor			L 35.29:OC 1			0766-P (online)			uuuu	https://purl.fdlp.gov/GPO/LPS86421					
Bibliographic_Level/Illustrations/Publication status	National household travel survey	000610053	56387050	904427702; 979631795; 980109516; 1012071066; 1031699839; 1031827075; 1038954675; 1039383841; 1053083735; 1060667067; 1077968788; 1098823509; 1130598036; 1226812374; 1226822490; 1226863352; 1226868833; 1226927193; 1226968078; 1226993890; 1226994106; 1228843222; 1296889452; 1296897327	TD			Department of Transportation			TD 2.31/2:H 81/			0982-G-81 (online)			2002	https://purl.fdlp.gov/GPO/LPS89002			https://nhts.ornl.gov/		
Bibliographic_Level/Illustrations/Publication status	Air University Library's index to military periodicals (AULIMP)	000612007	213470386		D			Department of Defense			D 301.26/2:			0424-I (online)			200u	https://purl.fdlp.gov/GPO/LPS3260					
Bibliographic_Level/Illustrations/Publication status	Significant earthquake database	000612501	63167542		C			Department of Commerce			C 55.243:			0273-D-30 (online)			2005]-	https://purl.fdlp.gov/GPO/LPS92695					
Bibliographic_Level/Illustrations/Publication status	Labor Agreement Information Retrieval System: LAIRS.	000613936	228442580		PM			Personnel Management Office			PM 1.70:			0295-D-10 (online)			2008	https://purl.fdlp.gov/GPO/LPS94458					
Bibliographic_Level/Illustrations/Publication status	Federal sector appellate decisions	000614484	230731353		Y			Congress			Y 3.EQ 2:18-7/			1059-A-09 (online)			2000	https://purl.fdlp.gov/GPO/LPS48954					
Bibliographic_Level/Illustrations/Publication status	Labor Agreement Information Retrieval System, Negotiability determinations	000614598	230955265		PM			Personnel Management Office			PM 1.70/2:			0295-D-11 (online)			2008	https://purl.fdlp.gov/GPO/LPS94595			https://apps3.opm.gov/portal/pls/portal/LDR.LDR_RPT_NEG_DET_MULTI_SRCH.show_parms		
Bibliographic_Level/Illustrations/Publication status	Dietary Supplement Label Database	000625378	176853927		HE			Department of Health and Human Services			HE 20.3631:			0508-D-07 (online)			200u	https://purl.fdlp.gov/GPO/LPS103725			https://dsld.nlm.nih.gov/dsld/		
Bibliographic_Level/Illustrations/Publication status	Tariff information center	000626491	263426779		ITC			International Trade Commission			ITC 1.10/6:			0982-B-06 (online)			uuuu	https://purl.fdlp.gov/GPO/LPS9305					
Bibliographic_Level/Illustrations/Publication status	Science inventory	000627251	53478280		EP			Environmental Protection Agency			EP 1.125:2004004577			0431-R-07 (online)			2003-	https://purl.fdlp.gov/GPO/LPS40313					
Bibliographic_Level/Illustrations/Publication status	Vietnam-era prisoner-of-war/missing-in-action database	000629067	277039101		LC			Library of Congress			LC 1.61:			0786-A-20 (online)			2003	https://purl.fdlp.gov/GPO/LPS106120					
Bibliographic_Level/Illustrations/Publication status	Congressional record index (daily)	000633203	304398293		X			Congressional Record			X 1.1/A:			0994-D (online)			19uu	https://purl.fdlp.gov/GPO/gpo65834			https://www.govinfo.gov/help/cri		
Bibliographic_Level/Illustrations/Publication status	Patent attorneys/agents search	000639076	128208872		C			Department of Commerce			C 21.9/2:			0262-A (online)			200u	https://purl.fdlp.gov/GPO/LPS112202					
Bibliographic_Level/Illustrations/Publication status	Green sheet report: a list of the most recent inspection scores.	000640030	352927601		HE			Department of Health and Human Services			HE 20.7511:			0494-L-05 (online)			200u	https://purl.fdlp.gov/GPO/LPS113105					
Bibliographic_Level/Illustrations/Publication status	Reports & testimonies	000640773	190821858	1098979822	GA			Government Accountability Office			GA 1.16/3-3:			0546-E (online)			19uu	https://purl.fdlp.gov/GPO/LPS113321	https://purl.fdlp.gov/GPO/gpo195901				
Bibliographic_Level/Illustrations/Publication status	Research portfolio online reporting tools (RePORT)	000653211	422928327	439949768	HE			Department of Health and Human Services			HE 20.3055/3:			0507-A-75 (online)			2009	https://purl.fdlp.gov/GPO/FDLP1609	https://purl.fdlp.gov/GPO/gpo24422				
Bibliographic_Level/Illustrations/Publication status	Astrobiology magazine	000653720	463618902		NAS			National Aeronautics and Space Administration			NAS 1.113:			0830-C-40 (online)			2000	https://purl.fdlp.gov/GPO/FDLP1363					
Bibliographic_Level/Illustrations/Publication status	National Coal Resources Data System (NCRDS)	000654820	456773729		I			Department of the Interior			I 19.180/2:			0621-J-09 (online)			199u	https://purl.fdlp.gov/GPO/LPS116954					
Bibliographic_Level/Illustrations/Publication status	Environmental Conservation Online System	000654970	471508377	1098419336	I			Department of the Interior			I 49.121:			0612-Q-03 (online)			19uu	https://purl.fdlp.gov/GPO/LPS117052					
Bibliographic_Level/Illustrations/Publication status	Food environment atlas	000666646	535085609		A			Department of Agriculture			A 93.64/2:			0042-T-29 (online)			2010	https://purl.fdlp.gov/GPO/LPS120190					
Bibliographic_Level/Illustrations/Publication status	HLAS online: handbook of Latin American studies	000674415	456607434		LC			Library of Congress			LC 24.7/2-2:			0806-F-03 (online)			1936	https://purl.fdlp.gov/GPO/LPS121297	https://purl.fdlp.gov/GPO/LPS32255	https://purl.fdlp.gov/GPO/LPS32256			
Bibliographic_Level/Illustrations/Publication status	TradeStats Express	000674740	61207142		C			Department of Commerce			C 61.58:			0231-B-34 (online)			199u	https://purl.fdlp.gov/GPO/LPS121471					
Bibliographic_Level/Illustrations/Publication status	Local area personal income and employment	000675639	79223504		C			Department of Commerce			C 59.18:			0130-D-04 (online)			200u	https://purl.fdlp.gov/GPO/LPS3241			http://www.bea.gov/regional/		
Bibliographic_Level/Illustrations/Publication status	Federal Justice Statistics Resource Center	000716430	655277171	41359427; 44235468; 44288002	J			Department of Justice			J 29.46:			0717-R-26 (online)			1999	https://purl.fdlp.gov/GPO/LPS125173			http://fjsrc.urban.org/		
Bibliographic_Level/Illustrations/Publication status	Search NCBI	000722275	70530781	36546590; 44293636; 64690727	HE			Department of Health and Human Services			HE 20.3624:			0508-V (online)			1996	https://purl.fdlp.gov/GPO/LPS1580			http://www.ncbi.nlm.nih.gov/sites/gquery		
Bibliographic_Level/Illustrations/Publication status	Earmarks	000742347	150468580		PREX			Executive Office of the President			PREX 2.42:			0854-A-19 (online)			2007	https://purl.fdlp.gov/GPO/LPS126723			http://www.earmarks.omb.gov/		
Bibliographic_Level/Illustrations/Publication status	Interest rate statistics, Daily Treasury yield curve rates	000754971	681397488		T			Department of the Treasury			T 63.134/2:			0928-A-08 (online)			1990	https://purl.fdlp.gov/GPO/LPS126338			http://www.ustreas.gov/offices/domestic-finance/debt-management/interest-rate/yield.shtml		
Bibliographic_Level/Illustrations/Publication status	Interest rate statistics, Daily Treasury real yield curve rates	000754972	681397908		T			Department of the Treasury			T 63.134/3:			0928-A-09 (online)			2003	https://purl.fdlp.gov/GPO/LPS126339			http://www.ustreas.gov/offices/domestic-finance/debt-management/interest-rate/real_yield.shtml		
Bibliographic_Level/Illustrations/Publication status	Interest rate statistics, Daily Treasury bill rates	000754975	681398448		T			Department of the Treasury			T 63.134/4:			0928-A-10 (online)			2002	https://purl.fdlp.gov/GPO/LPS126340			http://www.ustreas.gov/offices/domestic-finance/debt-management/interest-rate/daily_treas_bill_rates.shtml		
Bibliographic_Level/Illustrations/Publication status	Interest rate statistics, Daily Treasury long-term rates	000754976	681398486		T			Department of the Treasury			T 63.134/5:			0928-A-11 (online)			2000	https://purl.fdlp.gov/GPO/LPS126341			http://www.ustreas.gov/offices/domestic-finance/debt-management/interest-rate/ltcompositeindex.shtml		
Bibliographic_Level/Illustrations/Publication status	Interest rate statistics, Daily Treasury real long-term rates	000754977	681398514		T			Department of the Treasury			T 63.134/6:			0928-A-12 (online)			2003	https://purl.fdlp.gov/GPO/LPS126342			http://www.ustreas.gov/offices/domestic-finance/debt-management/interest-rate/real_ltcompositeindex.shtml		
Bibliographic_Level/Illustrations/Publication status	Occupational health guidelines for chemical hazards	000757376	39552454		HE			Department of Health and Human Services			HE 20.7108:C 42/3			0499-F-03 (online)			1981	https://purl.fdlp.gov/GPO/gpo1234			http://www.cdc.gov/niosh/docs/81-123/		
Bibliographic_Level/Illustrations/Publication status	NLM catalog, Journals referenced in the NCBI databases	000788408	700052297		HE			Department of Health and Human Services			HE 20.3612/4-2:			0508-E-08 (online)			200u	https://purl.fdlp.gov/GPO/gpo3361			http://www.ncbi.nlm.nih.gov/sites/entrez?Db=journals&Cmd=DetailsSearch&Term=currentlyindexed[All]		
Bibliographic_Level/Illustrations/Publication status	MetaLib	000792623	671641448		GP			Government Publishing Office			GP 3.8/8-10:			0557-F-01 (online)			2010-	https://purl.fdlp.gov/GPO/gpo72			http://metalib.gpo.gov/		
Bibliographic_Level/Illustrations/Publication status	International data base (IDB)	000803342	39455139		C			Department of Commerce			C 3.186/38-3:			0142-C-40 (online)			1997	https://purl.fdlp.gov/GPO/gpo5199			http://www.census.gov/ipc/www/idb/		
Bibliographic_Level/Illustrations/Publication status	Federal justice statistics program resource guide	000804114	708059480		J			Department of Justice			J 29.8/3:			0717-R-27 (online)			199u	https://purl.fdlp.gov/GPO/gpo5339			http://www.icpsr.umich.edu/icpsrweb/NACJD/support/faqs/5593399915063871512		
Bibliographic_Level/Illustrations/Publication status	Production, supply and distribution online	000805069	709765210		A			Department of Agriculture			A 67.54:			0077-B-04 (online)			200u	https://purl.fdlp.gov/GPO/gpo5548			http://www.fas.usda.gov/psdonline/psdhome.aspx		
Bibliographic_Level/Illustrations/Publication status	Public service announcements	000806259	710812511		EP			Environmental Protection Agency			EP 2.2:2002023812			0473-A-01 (online)			2002	https://purl.fdlp.gov/GPO/LPS21800			http://water.epa.gov/drink/info/ccr/psa_index.cfm		
Bibliographic_Level/Illustrations/Publication status	Procurement list	000824620	733048187		Y			Congress			Y 3.P 97:10			1089-X-02 (online)			200u	https://purl.fdlp.gov/GPO/gpo9117			http://www.abilityone.gov/proc_list.html		
Bibliographic_Level/Illustrations/Publication status	Climate data online	000825072	60129634		C			Department of Commerce			C 55.287/64:			0274-F-08 (online)			199u	https://purl.fdlp.gov/GPO/gpo9262			https://www.ncdc.noaa.gov/cdo-web/	http://cdo.ncdc.noaa.gov/CDO/cdo	
Bibliographic_Level/Illustrations/Publication status	Interstate milk shippers list	000826795	741139723		HE			Department of Health and Human Services			HE 20.4014/2-2:			0478-E-02 (online)			198u	https://purl.fdlp.gov/GPO/gpo9683			http://www.fda.gov/Food/FoodSafety/Product-SpecificInformation/MilkSafety/FederalStatePrograms/InterstateMilkShippersList/default.htm		
Bibliographic_Level/Illustrations/Publication status	HHS grants forecast, [Health Resources and Services Administration (HRSA)]	000836267	748819405		HE			Department of Health and Human Services			HE 20.9018/2:			0507-H-36 (online)			20uu	https://purl.fdlp.gov/GPO/gpo12051			http://www.acf.hhs.gov/hhsgrantsforecast/index.cfm?switch=public.advancedSearch.main&keyword=&opportunity_category_code=&opdiv=HRSA&arra_flag=&aca_flag=&statusid=1&statusid=2&statusid=3&eligibility_category_all=&submitButton=%20%20%20%20%20Search%20%20%20%20%20&advancedSearchActivation=true&publish_date=		
Bibliographic_Level/Illustrations/Publication status	Open opportunities	000836334	748825081		HE			Department of Health and Human Services			HE 20.9018/2-2:			0507-H-37 (online)			20uu	https://purl.fdlp.gov/GPO/gpo12052			http://www.hrsa.gov/grants/index.html		
Bibliographic_Level/Illustrations/Publication status	Biocomplexity thesaurus	000838098	53238135	70528286	I			Department of the Interior			I 19.183:			0621-V (online)			2003	https://purl.fdlp.gov/GPO/gpo7072			http://www.nbii.gov/portal/server.pt/community/biocomplexity_thesaurus/578		
Bibliographic_Level/Illustrations/Publication status	School district demographics system	000861608	51597922		ED			Department of Education			ED 1.161:			0461-A-40 (online)			199u	https://purl.fdlp.gov/GPO/gpo16470			http://nces.ed.gov/surveys/sdds/index.aspx		
Bibliographic_Level/Illustrations/Publication status	GSA Global Supply	000863952	773832532		GS			General Services Administration			GS 2.10/6-5:			0565-B-01 (online)			200u	https://purl.fdlp.gov/GPO/gpo18093			https://www.gsaglobalsupply.gsa.gov/		
Bibliographic_Level/Illustrations/Publication status	Personal income by state	000864761	53993954	1098940818; 1145239214; 1153192699; 1166537315; 1166540803; 1224869642; 1296827707; 1296879656	C			Department of Commerce			C 59.25:			0130-U-02 (online)			2003	https://purl.fdlp.gov/GPO/LPS3781			http://www.bea.gov/regional/spi/		
Bibliographic_Level/Illustrations/Publication status	Quick stats	000865368	60036903		A			Department of Agriculture			A 92.59:			0122-A-99 (online)			2005	https://purl.fdlp.gov/GPO/gpo18907			http://quickstats.nass.usda.gov/		
Bibliographic_Level/Illustrations/Publication status	Argument audio	000868341	781846649		JU			Judiciary			JU 6.14/2:			0738-A-03 (online)			200u	https://purl.fdlp.gov/GPO/gpo20759			http://www.supremecourt.gov/oral_arguments/argument_audio.aspx		
Bibliographic_Level/Illustrations/Publication status	Electronic code of federal regulations: e-CFR.	000869177	614000753		AE			National Archives and Records Administration			AE 2.106/3-3:			0572-B-02 (online)			uuuu	https://purl.fdlp.gov/GPO/gpo21337			http://www.ecfr.gov/cgi-bin/ECFR?page=browse		
Bibliographic_Level/Illustrations/Publication status	Voices oral history archives	000872855	795395705	1098770772	C			Department of Commerce			C 55.354:			0609-C-19 (online)			200u	https://purl.fdlp.gov/GPO/gpo23896			http://www.st.nmfs.noaa.gov/voicesfromthefisheries/		
Bibliographic_Level/Illustrations/Publication status	Citizen submissions on enforcement matters	000873693	796938963		Y			Congress			Y 3.EN 8:18/			1105-A-06 (online)			200u	https://purl.fdlp.gov/GPO/gpo24637			http://www.cec.org/Page.asp?PageID=1226&SiteNodeID=210&BL_ExpandID=156		
Bibliographic_Level/Illustrations/Publication status	Occupational outlook handbook	000874367	798711269	896212702; 1013890713; 1099089100	L			Department of Labor			L 2.3/4:			0768-D-02 (online)			201u	https://purl.fdlp.gov/GPO/gpo25035			http://www.bls.gov/ooh/		
